"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Killeen-Temple-Fort Hood, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","454.0","211.0","243.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","111.0","67.0","44.0","-"
"25 to 34 years","177.0","90.0","87.0","-"
"35 to 44 years","93.0","28.0","65.0","-"
"45 to 54 years","38.0","9.0","29.0","-"
"55 to 64 years","25.0","D","D","-"
"65 years and over","10.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","92.0","63.0","29.0","-"
"Married","327.0","142.0","185.0","-"
"Other","35.0","6.0","29.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","27.0","13.0","14.0","-"
"Service occupations","19.0","4.0","15.0","-"
"Sales and office occupations","13.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","14.0","D","D","-"
"Military","139.0","105.0","34.0","-"
"No occupation/not working outside home","49.0","5.0","44.0","-"
"Homemakers","D","-","D","-"
"Students or children","31.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","D","-","D","-"
"Unknown","189.0","69.0","120.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Colombia","8.0","D","D","-"
"Cuba","4.0","D","D","-"
"Dominican Republic","6.0","D","D","-"
"Ecuador","4.0","D","D","-"
"El Salvador","7.0","4.0","3.0","-"
"Germany","34.0","4.0","30.0","-"
"Guyana","4.0","D","D","-"
"Haiti","9.0","6.0","3.0","-"
"Honduras","4.0","D","D","-"
"India","14.0","6.0","8.0","-"
"Jamaica","22.0","9.0","13.0","-"
"Korea","36.0","9.0","27.0","-"
"Liberia","6.0","D","D","-"
"Mexico","95.0","55.0","40.0","-"
"Nicaragua","7.0","3.0","4.0","-"
"Panama","14.0","3.0","11.0","-"
"Peru","6.0","D","D","-"
"Philippines","49.0","22.0","27.0","-"
"Trinidad and Tobago","9.0","5.0","4.0","-"
"Vietnam","6.0","D","D","-"
"Other","109.0","52.0","57.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
