"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Lubbock, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","182.0","81.0","101.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","28.0","16.0","12.0","-"
"25 to 34 years","47.0","16.0","31.0","-"
"35 to 44 years","48.0","20.0","28.0","-"
"45 to 54 years","35.0","16.0","19.0","-"
"55 to 64 years","18.0","D","D","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","41.0","23.0","18.0","-"
"Married","131.0","54.0","77.0","-"
"Other","10.0","4.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","24.0","12.0","12.0","-"
"Service occupations","6.0","D","D","-"
"Sales and office occupations","8.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","4.0","4.0","-","-"
"Military","D","D","D","-"
"No occupation/not working outside home","27.0","8.0","19.0","-"
"Homemakers","4.0","-","4.0","-"
"Students or children","20.0","5.0","15.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","-","-"
"Unknown","109.0","50.0","59.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","5.0","D","D","-"
"Bangladesh","D","-","D","-"
"Canada","4.0","D","D","-"
"China","D","-","D","-"
"Colombia","D","D","D","-"
"Cuba","D","-","D","-"
"Ethiopia","D","D","D","-"
"Germany","D","D","D","-"
"Hong Kong","D","D","D","-"
"India","18.0","11.0","7.0","-"
"Iran","D","D","D","-"
"Korea","D","D","D","-"
"Mexico","62.0","33.0","29.0","-"
"Netherlands","3.0","D","D","-"
"Nigeria","3.0","-","3.0","-"
"Pakistan","D","D","D","-"
"Philippines","20.0","8.0","12.0","-"
"Romania","3.0","-","3.0","-"
"Uruguay","3.0","D","D","-"
"Vietnam","10.0","3.0","7.0","-"
"Other","29.0","11.0","18.0","-"
"Unknown","2.0","-","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
