"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Omaha-Council Bluffs, NE-IA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","752.0","360.0","392.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","93.0","39.0","54.0","-"
"25 to 34 years","252.0","123.0","129.0","-"
"35 to 44 years","242.0","119.0","123.0","-"
"45 to 54 years","87.0","42.0","45.0","-"
"55 to 64 years","53.0","27.0","26.0","-"
"65 years and over","25.0","10.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","141.0","81.0","60.0","-"
"Married","545.0","253.0","292.0","-"
"Other","66.0","26.0","40.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","64.0","38.0","26.0","-"
"Service occupations","24.0","14.0","10.0","-"
"Sales and office occupations","31.0","11.0","20.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","60.0","47.0","13.0","-"
"Military","15.0","11.0","4.0","-"
"No occupation/not working outside home","78.0","34.0","44.0","-"
"Homemakers","10.0","-","10.0","-"
"Students or children","61.0","30.0","31.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","3.0","-"
"Unknown","471.0","196.0","275.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","20.0","11.0","9.0","-"
"Canada","12.0","4.0","8.0","-"
"China","23.0","9.0","14.0","-"
"Colombia","12.0","3.0","9.0","-"
"El Salvador","20.0","11.0","9.0","-"
"Guatemala","12.0","7.0","5.0","-"
"Honduras","8.0","D","D","-"
"India","34.0","16.0","18.0","-"
"Jordan","8.0","D","D","-"
"Laos","8.0","3.0","5.0","-"
"Mexico","179.0","102.0","77.0","-"
"Nepal","10.0","D","D","-"
"Philippines","31.0","10.0","21.0","-"
"Russia","9.0","D","D","-"
"Sudan","73.0","53.0","20.0","-"
"Togo","19.0","9.0","10.0","-"
"Ukraine","8.0","4.0","4.0","-"
"United Kingdom","9.0","5.0","4.0","-"
"Venezuela","10.0","3.0","7.0","-"
"Vietnam","50.0","14.0","36.0","-"
"Other","197.0","79.0","118.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
