"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Harrisburg-Carlisle, PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","598.0","283.0","315.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","71.0","33.0","38.0","-"
"25 to 34 years","170.0","78.0","92.0","-"
"35 to 44 years","175.0","87.0","88.0","-"
"45 to 54 years","103.0","52.0","51.0","-"
"55 to 64 years","54.0","21.0","33.0","-"
"65 years and over","25.0","12.0","13.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","139.0","76.0","63.0","-"
"Married","404.0","190.0","214.0","-"
"Other","55.0","17.0","38.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","43.0","24.0","19.0","-"
"Service occupations","18.0","9.0","9.0","-"
"Sales and office occupations","11.0","5.0","6.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","40.0","25.0","15.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","67.0","26.0","41.0","-"
"Homemakers","D","-","D","-"
"Students or children","49.0","21.0","28.0","-"
"Retirees","D","D","D","-"
"Unemployed","8.0","D","D","-"
"Unknown","415.0","190.0","225.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","71.0","36.0","35.0","-"
"Cambodia","9.0","4.0","5.0","-"
"Canada","7.0","D","D","-"
"China","15.0","8.0","7.0","-"
"Croatia","9.0","5.0","4.0","-"
"Dominican Republic","10.0","3.0","7.0","-"
"Egypt","14.0","10.0","4.0","-"
"India","76.0","33.0","43.0","-"
"Iraq","10.0","6.0","4.0","-"
"Jamaica","19.0","6.0","13.0","-"
"Korea","8.0","D","D","-"
"Mexico","15.0","7.0","8.0","-"
"Morocco","18.0","D","D","-"
"Nigeria","8.0","D","D","-"
"Pakistan","18.0","6.0","12.0","-"
"Philippines","18.0","8.0","10.0","-"
"Serbia and Montenegro","27.0","11.0","16.0","-"
"Sudan","12.0","D","D","-"
"Ukraine","13.0","3.0","10.0","-"
"Vietnam","58.0","26.0","32.0","-"
"Other","162.0","72.0","90.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
