"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: New Orleans-Metairie-Kenner, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","628.0","286.0","342.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","57.0","22.0","35.0","-"
"25 to 34 years","149.0","64.0","85.0","-"
"35 to 44 years","181.0","90.0","91.0","-"
"45 to 54 years","131.0","58.0","73.0","-"
"55 to 64 years","69.0","32.0","37.0","-"
"65 years and over","41.0","20.0","21.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","147.0","83.0","64.0","-"
"Married","431.0","182.0","249.0","-"
"Other","50.0","21.0","29.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","58.0","28.0","30.0","-"
"Service occupations","13.0","4.0","9.0","-"
"Sales and office occupations","14.0","7.0","7.0","-"
"Farming, fishing, and forestry occupations","4.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","9.0","9.0","-","-"
"Production, transportation, and material moving occupations","8.0","D","D","-"
"Military","6.0","D","D","-"
"No occupation/not working outside home","86.0","27.0","59.0","-"
"Homemakers","16.0","-","16.0","-"
"Students or children","56.0","21.0","35.0","-"
"Retirees","9.0","6.0","3.0","-"
"Unemployed","5.0","-","5.0","-"
"Unknown","430.0","199.0","231.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Algeria","7.0","D","D","-"
"Canada","11.0","5.0","6.0","-"
"China","25.0","8.0","17.0","-"
"Colombia","11.0","D","D","-"
"Cuba","14.0","9.0","5.0","-"
"Dominican Republic","10.0","D","D","-"
"Egypt","7.0","4.0","3.0","-"
"El Salvador","11.0","D","D","-"
"Guatemala","15.0","9.0","6.0","-"
"Honduras","90.0","34.0","56.0","-"
"India","31.0","19.0","12.0","-"
"Jordan","14.0","7.0","7.0","-"
"Korea","9.0","3.0","6.0","-"
"Mexico","18.0","10.0","8.0","-"
"Nicaragua","26.0","11.0","15.0","-"
"Nigeria","12.0","7.0","5.0","-"
"Pakistan","21.0","8.0","13.0","-"
"Philippines","23.0","7.0","16.0","-"
"United Kingdom","12.0","6.0","6.0","-"
"Vietnam","117.0","58.0","59.0","-"
"Other","133.0","60.0","73.0","-"
"Unknown","11.0","4.0","7.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
