"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Colorado Springs, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","581.0","276.0","305.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","88.0","64.0","24.0","-"
"25 to 34 years","187.0","104.0","83.0","-"
"35 to 44 years","154.0","55.0","99.0","-"
"45 to 54 years","82.0","30.0","52.0","-"
"55 to 64 years","47.0","12.0","35.0","-"
"65 years and over","23.0","11.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","108.0","75.0","33.0","-"
"Married","413.0","187.0","226.0","-"
"Other","60.0","14.0","46.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","62.0","28.0","34.0","-"
"Service occupations","20.0","6.0","14.0","-"
"Sales and office occupations","24.0","8.0","16.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","9.0","9.0","-","-"
"Production, transportation, and material moving occupations","13.0","10.0","3.0","-"
"Military","81.0","67.0","14.0","-"
"No occupation/not working outside home","39.0","10.0","29.0","-"
"Homemakers","D","-","D","-"
"Students or children","23.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","-","-","-","-"
"Unknown","333.0","138.0","195.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","19.0","13.0","6.0","-"
"Canada","23.0","9.0","14.0","-"
"China","12.0","6.0","6.0","-"
"Colombia","8.0","3.0","5.0","-"
"Dominican Republic","8.0","D","D","-"
"El Salvador","9.0","4.0","5.0","-"
"Germany","34.0","7.0","27.0","-"
"India","23.0","15.0","8.0","-"
"Jamaica","13.0","9.0","4.0","-"
"Korea","37.0","17.0","20.0","-"
"Mexico","85.0","48.0","37.0","-"
"Nigeria","7.0","D","D","-"
"Panama","10.0","D","D","-"
"Peru","7.0","3.0","4.0","-"
"Philippines","62.0","30.0","32.0","-"
"Russia","13.0","5.0","8.0","-"
"Sweden","7.0","-","7.0","-"
"Taiwan","8.0","D","D","-"
"United Kingdom","13.0","6.0","7.0","-"
"Vietnam","19.0","6.0","13.0","-"
"Other","164.0","81.0","83.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
