"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Reno-Sparks, NV","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","931.0","420.0","511.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","122.0","46.0","76.0","-"
"25 to 34 years","286.0","128.0","158.0","-"
"35 to 44 years","269.0","128.0","141.0","-"
"45 to 54 years","132.0","55.0","77.0","-"
"55 to 64 years","82.0","38.0","44.0","-"
"65 years and over","40.0","25.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","205.0","99.0","106.0","-"
"Married","632.0","290.0","342.0","-"
"Other","94.0","31.0","63.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","65.0","31.0","34.0","-"
"Service occupations","70.0","34.0","36.0","-"
"Sales and office occupations","85.0","25.0","60.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","20.0","D","D","-"
"Production, transportation, and material moving occupations","47.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","90.0","29.0","61.0","-"
"Homemakers","27.0","-","27.0","-"
"Students or children","47.0","22.0","25.0","-"
"Retirees","5.0","D","D","-"
"Unemployed","11.0","D","D","-"
"Unknown","549.0","245.0","304.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","17.0","9.0","8.0","-"
"Brazil","6.0","D","D","-"
"Canada","14.0","8.0","6.0","-"
"China","39.0","13.0","26.0","-"
"El Salvador","36.0","21.0","15.0","-"
"Guatemala","30.0","17.0","13.0","-"
"Hungary","7.0","3.0","4.0","-"
"India","50.0","26.0","24.0","-"
"Iran","9.0","3.0","6.0","-"
"Korea","9.0","5.0","4.0","-"
"Lithuania","10.0","7.0","3.0","-"
"Mexico","298.0","147.0","151.0","-"
"Pakistan","6.0","D","D","-"
"Peru","9.0","3.0","6.0","-"
"Philippines","198.0","69.0","129.0","-"
"Romania","7.0","4.0","3.0","-"
"Russia","9.0","4.0","5.0","-"
"Taiwan","8.0","3.0","5.0","-"
"United Kingdom","9.0","3.0","6.0","-"
"Vietnam","22.0","8.0","14.0","-"
"Other","138.0","64.0","74.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
