"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Twin Falls, ID","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","100.0","47.0","53.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","21.0","7.0","14.0","-"
"25 to 34 years","22.0","9.0","13.0","-"
"35 to 44 years","23.0","13.0","10.0","-"
"45 to 54 years","17.0","10.0","7.0","-"
"55 to 64 years","10.0","D","D","-"
"65 years and over","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","16.0","11.0","5.0","-"
"Married","71.0","32.0","39.0","-"
"Other","13.0","4.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","6.0","D","D","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","5.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","12.0","9.0","3.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","D","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","3.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","67.0","29.0","38.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","36.0","21.0","15.0","-"
"Brazil","D","D","-","-"
"Canada","D","D","-","-"
"Germany","D","D","D","-"
"Kazakhstan","D","-","D","-"
"Mexico","35.0","15.0","20.0","-"
"Nicaragua","D","-","D","-"
"Peru","D","D","-","-"
"Portugal","D","-","D","-"
"Russia","D","-","D","-"
"Serbia and Montenegro","13.0","D","D","-"
"Soviet Union (former)","D","D","D","-"
"United Kingdom","D","-","D","-"
"Venezuela","D","-","D","-"
"Vietnam","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
