"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Sebastian-Vero Beach, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","298.0","125.0","173.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","27.0","13.0","14.0","-"
"25 to 34 years","72.0","26.0","46.0","-"
"35 to 44 years","79.0","38.0","41.0","-"
"45 to 54 years","49.0","18.0","31.0","-"
"55 to 64 years","42.0","14.0","28.0","-"
"65 years and over","29.0","16.0","13.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","45.0","22.0","23.0","-"
"Married","216.0","94.0","122.0","-"
"Other","37.0","9.0","28.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","35.0","18.0","17.0","-"
"Service occupations","21.0","6.0","15.0","-"
"Sales and office occupations","18.0","5.0","13.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","7.0","7.0","-","-"
"Production, transportation, and material moving occupations","17.0","12.0","5.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","50.0","12.0","38.0","-"
"Homemakers","17.0","-","17.0","-"
"Students or children","21.0","6.0","15.0","-"
"Retirees","9.0","6.0","3.0","-"
"Unemployed","3.0","-","3.0","-"
"Unknown","147.0","62.0","85.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","8.0","D","D","-"
"Canada","20.0","9.0","11.0","-"
"China","6.0","D","D","-"
"Colombia","28.0","9.0","19.0","-"
"Cuba","12.0","8.0","4.0","-"
"Dominican Republic","5.0","D","D","-"
"Ecuador","5.0","D","D","-"
"France","5.0","D","D","-"
"Germany","4.0","-","4.0","-"
"Haiti","17.0","9.0","8.0","-"
"Hungary","5.0","-","5.0","-"
"India","5.0","D","D","-"
"Italy","7.0","D","D","-"
"Jamaica","19.0","7.0","12.0","-"
"Mexico","43.0","23.0","20.0","-"
"Pakistan","4.0","D","D","-"
"Peru","7.0","D","D","-"
"Philippines","10.0","D","D","-"
"Poland","4.0","D","D","-"
"United Kingdom","15.0","7.0","8.0","-"
"Other","69.0","29.0","40.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
