"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: State College, PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","141.0","66.0","75.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","22.0","9.0","13.0","-"
"25 to 34 years","29.0","12.0","17.0","-"
"35 to 44 years","40.0","18.0","22.0","-"
"45 to 54 years","31.0","17.0","14.0","-"
"55 to 64 years","8.0","5.0","3.0","-"
"65 years and over","11.0","5.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","36.0","14.0","22.0","-"
"Married","97.0","47.0","50.0","-"
"Other","8.0","5.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","17.0","D","D","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","29.0","13.0","16.0","-"
"Homemakers","D","-","D","-"
"Students or children","24.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","89.0","37.0","52.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","D","D","-"
"Bulgaria","D","D","D","-"
"Canada","7.0","3.0","4.0","-"
"China","18.0","6.0","12.0","-"
"Guatemala","D","D","-","-"
"Hong Kong","D","D","-","-"
"India","20.0","9.0","11.0","-"
"Iran","3.0","D","D","-"
"Kazakhstan","11.0","3.0","8.0","-"
"Korea","3.0","D","D","-"
"Peru","D","D","D","-"
"Poland","D","D","D","-"
"Russia","5.0","D","D","-"
"Serbia and Montenegro","6.0","D","D","-"
"Soviet Union (former)","11.0","7.0","4.0","-"
"Taiwan","3.0","D","D","-"
"Turkey","7.0","4.0","3.0","-"
"United Kingdom","5.0","D","D","-"
"Uzbekistan","D","D","D","-"
"Venezuela","3.0","D","D","-"
"Other","25.0","14.0","11.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
