"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Allentown-Bethlehem-Easton, PA-NJ","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1255.0","574.0","681.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","105.0","55.0","50.0","-"
"25 to 34 years","335.0","137.0","198.0","-"
"35 to 44 years","401.0","185.0","216.0","-"
"45 to 54 years","219.0","111.0","108.0","-"
"55 to 64 years","115.0","48.0","67.0","-"
"65 years and over","80.0","38.0","42.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","224.0","111.0","113.0","-"
"Married","901.0","414.0","487.0","-"
"Other","130.0","49.0","81.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","100.0","53.0","47.0","-"
"Service occupations","16.0","D","D","-"
"Sales and office occupations","23.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","75.0","41.0","34.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","107.0","39.0","68.0","-"
"Homemakers","20.0","-","20.0","-"
"Students or children","65.0","29.0","36.0","-"
"Retirees","10.0","6.0","4.0","-"
"Unemployed","12.0","4.0","8.0","-"
"Unknown","925.0","423.0","502.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","19.0","8.0","11.0","-"
"Bulgaria","22.0","12.0","10.0","-"
"China","52.0","19.0","33.0","-"
"Colombia","46.0","20.0","26.0","-"
"Dominican Republic","118.0","54.0","64.0","-"
"Ecuador","26.0","13.0","13.0","-"
"Egypt","34.0","18.0","16.0","-"
"Guatemala","17.0","10.0","7.0","-"
"India","134.0","68.0","66.0","-"
"Jamaica","26.0","8.0","18.0","-"
"Korea","17.0","7.0","10.0","-"
"Lebanon","29.0","11.0","18.0","-"
"Pakistan","18.0","11.0","7.0","-"
"Peru","19.0","7.0","12.0","-"
"Philippines","51.0","16.0","35.0","-"
"Poland","29.0","8.0","21.0","-"
"Serbia and Montenegro","20.0","13.0","7.0","-"
"Syria","115.0","54.0","61.0","-"
"Taiwan","17.0","8.0","9.0","-"
"Vietnam","68.0","30.0","38.0","-"
"Other","376.0","179.0","197.0","-"
"Unknown","2.0","-","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
