"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Louisville-Jefferson County, KY-IN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","985.0","474.0","511.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","113.0","49.0","64.0","-"
"25 to 34 years","253.0","125.0","128.0","-"
"35 to 44 years","309.0","150.0","159.0","-"
"45 to 54 years","159.0","88.0","71.0","-"
"55 to 64 years","89.0","35.0","54.0","-"
"65 years and over","62.0","27.0","35.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","234.0","127.0","107.0","-"
"Married","641.0","315.0","326.0","-"
"Other","110.0","32.0","78.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","71.0","38.0","33.0","-"
"Service occupations","10.0","4.0","6.0","-"
"Sales and office occupations","16.0","4.0","12.0","-"
"Farming, fishing, and forestry occupations","3.0","3.0","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","60.0","37.0","23.0","-"
"Military","4.0","4.0","-","-"
"No occupation/not working outside home","110.0","46.0","64.0","-"
"Homemakers","8.0","D","D","-"
"Students or children","84.0","40.0","44.0","-"
"Retirees","3.0","D","D","-"
"Unemployed","15.0","D","D","-"
"Unknown","707.0","334.0","373.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","114.0","59.0","55.0","-"
"Canada","13.0","5.0","8.0","-"
"China","23.0","10.0","13.0","-"
"Colombia","13.0","5.0","8.0","-"
"Cuba","88.0","45.0","43.0","-"
"Egypt","14.0","10.0","4.0","-"
"Germany","16.0","D","D","-"
"India","68.0","33.0","35.0","-"
"Iran","14.0","6.0","8.0","-"
"Iraq","31.0","13.0","18.0","-"
"Korea","12.0","5.0","7.0","-"
"Mexico","68.0","47.0","21.0","-"
"Philippines","23.0","5.0","18.0","-"
"Russia","16.0","D","D","-"
"Serbia and Montenegro","30.0","17.0","13.0","-"
"Somalia","24.0","10.0","14.0","-"
"Sudan","13.0","8.0","5.0","-"
"Ukraine","12.0","6.0","6.0","-"
"United Kingdom","17.0","9.0","8.0","-"
"Vietnam","99.0","39.0","60.0","-"
"Other","273.0","133.0","140.0","-"
"Unknown","4.0","3.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
