"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Bakersfield, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1357.0","624.0","733.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","209.0","77.0","132.0","-"
"25 to 34 years","397.0","167.0","230.0","-"
"35 to 44 years","323.0","146.0","177.0","-"
"45 to 54 years","150.0","67.0","83.0","-"
"55 to 64 years","149.0","90.0","59.0","-"
"65 years and over","129.0","77.0","52.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","261.0","131.0","130.0","-"
"Married","1006.0","464.0","542.0","-"
"Other","90.0","29.0","61.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","83.0","37.0","46.0","-"
"Service occupations","36.0","13.0","23.0","-"
"Sales and office occupations","57.0","13.0","44.0","-"
"Farming, fishing, and forestry occupations","5.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","11.0","11.0","-","-"
"Production, transportation, and material moving occupations","63.0","D","D","-"
"Military","10.0","D","D","-"
"No occupation/not working outside home","156.0","45.0","111.0","-"
"Homemakers","17.0","-","17.0","-"
"Students or children","112.0","30.0","82.0","-"
"Retirees","10.0","7.0","3.0","-"
"Unemployed","17.0","8.0","9.0","-"
"Unknown","936.0","436.0","500.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Cambodia","8.0","4.0","4.0","-"
"Canada","11.0","3.0","8.0","-"
"China","7.0","D","D","-"
"El Salvador","68.0","32.0","36.0","-"
"Guatemala","13.0","9.0","4.0","-"
"Honduras","6.0","D","D","-"
"India","155.0","74.0","81.0","-"
"Iran","8.0","3.0","5.0","-"
"Jordan","6.0","D","D","-"
"Korea","18.0","D","D","-"
"Mexico","730.0","370.0","360.0","-"
"Nigeria","6.0","D","D","-"
"Pakistan","8.0","D","D","-"
"Peru","7.0","3.0","4.0","-"
"Philippines","154.0","55.0","99.0","-"
"Syria","7.0","3.0","4.0","-"
"Thailand","10.0","3.0","7.0","-"
"United Kingdom","8.0","D","D","-"
"Vietnam","19.0","6.0","13.0","-"
"Yemen","12.0","7.0","5.0","-"
"Other","95.0","35.0","60.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
