"Persons Naturalized During Fiscal Year 2004","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Minnesota","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","7713.0","3439.0","4274.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","865.0","364.0","501.0","-"
"25-34 years","2471.0","1080.0","1391.0","-"
"35-44 years","2176.0","1054.0","1122.0","-"
"45-54 years","1132.0","525.0","607.0","-"
"55-64 years","578.0","226.0","352.0","-"
"65 years and over","491.0","190.0","301.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1796.0","962.0","834.0","-"
"Married","4934.0","2189.0","2745.0","-"
"Other","979.0","286.0","693.0","-"
"Unknown","4.0","2.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","420.0","255.0","165.0","-"
"Professional and technical","746.0","391.0","355.0","-"
"Sales","532.0","232.0","300.0","-"
"Administrative support","294.0","94.0","200.0","-"
"Farming, forestry, fisheries","9.0","D","D","-"
"Operators, fabricators, laborers","1248.0","753.0","495.0","-"
"Precision production, craft, repair","194.0","148.0","46.0","-"
"Service","931.0","336.0","595.0","-"
"Military","18.0","D","D","-"
"No occupation","1410.0","454.0","956.0","-"
"Unknown","1911.0","758.0","1153.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","181.0","77.0","104.0","-"
"Cambodia","226.0","89.0","137.0","-"
"Canada","150.0","61.0","89.0","-"
"China","229.0","85.0","144.0","-"
"Ethiopia","362.0","189.0","173.0","-"
"Guyana","104.0","47.0","57.0","-"
"India","370.0","198.0","172.0","-"
"Laos","1126.0","465.0","661.0","-"
"Liberia","177.0","72.0","105.0","-"
"Mexico","287.0","142.0","145.0","-"
"Nigeria","161.0","82.0","79.0","-"
"Philippines","117.0","22.0","95.0","-"
"Russia","163.0","52.0","111.0","-"
"Somalia","977.0","443.0","534.0","-"
"Soviet Union, (former)","100.0","46.0","54.0","-"
"Sudan","86.0","56.0","30.0","-"
"Thailand","175.0","60.0","115.0","-"
"Ukraine","132.0","48.0","84.0","-"
"United Kingdom","85.0","40.0","45.0","-"
"Vietnam","596.0","215.0","381.0","-"
"Other","1893.0","946.0","947.0","-"
"Unknown","16.0","4.0","12.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
