"Persons Naturalized During Fiscal Year 2008","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Montana","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","358.0","113.0","245.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","23.0","12.0","11.0","-"
"25-34 years","83.0","23.0","60.0","-"
"35-44 years","101.0","28.0","73.0","-"
"45-54 years","91.0","24.0","67.0","-"
"55-64 years","40.0","18.0","22.0","-"
"65 years and over","20.0","8.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","31.0","17.0","14.0","-"
"Married","297.0","88.0","209.0","-"
"Other","30.0","8.0","22.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","56.0","23.0","33.0","-"
"Service occupations","42.0","11.0","31.0","-"
"Sales and office occupations","20.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","9.0","D","D","-"
"Military","7.0","D","D","-"
"No occupation/not working outside home","38.0","8.0","30.0","-"
"Homemakers","13.0","-","13.0","-"
"Students or children","17.0","5.0","12.0","-"
"Retirees","D","D","5.0","-"
"Unemployed","D","D","-","-"
"Unknown","177.0","52.0","125.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","6.0","D","D","-"
"Belarus","6.0","D","D","-"
"Brazil","5.0","D","D","-"
"Canada","78.0","17.0","61.0","-"
"China","18.0","6.0","12.0","-"
"Colombia","6.0","D","D","-"
"Estonia","3.0","D","D","-"
"Germany","12.0","3.0","9.0","-"
"India","4.0","D","D","-"
"Indonesia","4.0","D","D","-"
"Korea","9.0","5.0","4.0","-"
"Mexico","43.0","16.0","27.0","-"
"Philippines","25.0","4.0","21.0","-"
"Poland","8.0","3.0","5.0","-"
"Romania","4.0","D","D","-"
"Russia","10.0","D","D","-"
"Switzerland","4.0","D","D","-"
"Thailand","4.0","-","4.0","-"
"Ukraine","7.0","D","D","-"
"United Kingdom","26.0","10.0","16.0","-"
"Other","76.0","29.0","47.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
