"Persons Naturalized During Fiscal Year 2008","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Illinois","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","45224.0","20608.0","24615.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","3857.0","1681.0","2176.0","-"
"25-34 years","11393.0","4802.0","6591.0","-"
"35-44 years","13631.0","6357.0","7274.0","-"
"45-54 years","8304.0","3918.0","4386.0","-"
"55-64 years","5463.0","2647.0","2815.0","1.0"
"65 years and over","2576.0","1203.0","1373.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","8496.0","4209.0","4287.0","-"
"Married","32660.0","15080.0","17580.0","-"
"Other","4067.0","1319.0","2748.0","-"
"Unknown","1.0","-","-","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","5905.0","2940.0","2965.0","-"
"Service occupations","3200.0","1017.0","2183.0","-"
"Sales and office occupations","2939.0","841.0","2098.0","-"
"Farming, fishing, and forestry occupations","165.0","154.0","11.0","-"
"Construction, extraction, maintenance and repair occupations","1008.0","993.0","15.0","-"
"Production, transportation, and material moving occupations","4700.0","3251.0","1449.0","-"
"Military","125.0","102.0","23.0","-"
"No occupation/not working outside home","5091.0","1438.0","3653.0","-"
"Homemakers","1553.0","10.0","1543.0","-"
"Students or children","2744.0","1026.0","1718.0","-"
"Retirees","506.0","297.0","209.0","-"
"Unemployed","288.0","105.0","183.0","-"
"Unknown","22091.0","9872.0","12218.0","1.0"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","566.0","280.0","286.0","-"
"Bulgaria","602.0","297.0","305.0","-"
"China","1556.0","687.0","869.0","-"
"Colombia","396.0","146.0","250.0","-"
"Ecuador","428.0","171.0","257.0","-"
"Guatemala","657.0","281.0","376.0","-"
"India","4914.0","2481.0","2433.0","-"
"Korea","803.0","334.0","469.0","-"
"Lithuania","395.0","157.0","238.0","-"
"Mexico","13608.0","6334.0","7274.0","-"
"Nigeria","515.0","287.0","228.0","-"
"Pakistan","932.0","512.0","419.0","1.0"
"Philippines","2779.0","1021.0","1758.0","-"
"Poland","5816.0","2448.0","3368.0","-"
"Romania","550.0","239.0","311.0","-"
"Russia","424.0","152.0","272.0","-"
"Serbia and Montenegro","406.0","195.0","211.0","-"
"Ukraine","737.0","310.0","427.0","-"
"United Kingdom","332.0","168.0","164.0","-"
"Vietnam","562.0","206.0","356.0","-"
"Other","8176.0","3860.0","4316.0","-"
"Unknown","70.0","42.0","28.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
