"Persons Naturalized During Fiscal Year 2008","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Pennsylvania","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","19673.0","8915.0","10758.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","1999.0","878.0","1121.0","-"
"25-34 years","4777.0","1951.0","2826.0","-"
"35-44 years","5802.0","2734.0","3068.0","-"
"45-54 years","3795.0","1814.0","1981.0","-"
"55-64 years","2122.0","988.0","1134.0","-"
"65 years and over","1178.0","550.0","628.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","4323.0","2117.0","2206.0","-"
"Married","13417.0","6144.0","7273.0","-"
"Other","1933.0","654.0","1279.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","1120.0","636.0","484.0","-"
"Service occupations","82.0","40.0","42.0","-"
"Sales and office occupations","89.0","35.0","54.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","49.0","46.0","3.0","-"
"Production, transportation, and material moving occupations","414.0","271.0","143.0","-"
"Military","57.0","43.0","14.0","-"
"No occupation/not working outside home","1621.0","600.0","1021.0","-"
"Homemakers","195.0","3.0","192.0","-"
"Students or children","1143.0","478.0","665.0","-"
"Retirees","178.0","87.0","91.0","-"
"Unemployed","105.0","32.0","73.0","-"
"Unknown","16241.0","7244.0","8997.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","263.0","129.0","134.0","-"
"Cambodia","368.0","153.0","215.0","-"
"Canada","278.0","140.0","138.0","-"
"China","1161.0","534.0","627.0","-"
"Colombia","358.0","132.0","226.0","-"
"Dominican Republic","1292.0","519.0","773.0","-"
"Haiti","441.0","208.0","233.0","-"
"India","2782.0","1448.0","1334.0","-"
"Jamaica","570.0","215.0","355.0","-"
"Korea","649.0","259.0","390.0","-"
"Liberia","355.0","140.0","215.0","-"
"Mexico","629.0","328.0","301.0","-"
"Pakistan","265.0","152.0","113.0","-"
"Philippines","563.0","195.0","368.0","-"
"Poland","386.0","155.0","231.0","-"
"Russia","419.0","156.0","263.0","-"
"Trinidad and Tobago","257.0","94.0","163.0","-"
"Ukraine","739.0","309.0","430.0","-"
"United Kingdom","336.0","182.0","154.0","-"
"Vietnam","1304.0","489.0","815.0","-"
"Other","6252.0","2973.0","3279.0","-"
"Unknown","6.0","5.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
