"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Chicago-Naperville-Joliet, IL-IN-WI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","27054.0","12546.0","14508.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","2938.0","1334.0","1604.0","-"
"25-34 years","7467.0","3363.0","4104.0","-"
"35-44 years","7285.0","3499.0","3786.0","-"
"45-54 years","4580.0","2149.0","2431.0","-"
"55-64 years","2864.0","1337.0","1527.0","-"
"65 years and over","1920.0","864.0","1056.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","5457.0","2940.0","2517.0","-"
"Married","18857.0","8691.0","10166.0","-"
"Other","2680.0","869.0","1811.0","-"
"Unknown","60.0","46.0","14.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","1130.0","665.0","465.0","-"
"Professional and technical","1729.0","735.0","994.0","-"
"Sales","717.0","293.0","424.0","-"
"Administrative support","259.0","61.0","198.0","-"
"Farming, forestry, fisheries","14.0","14.0","-","-"
"Operators, fabricators, laborers","1674.0","1198.0","476.0","-"
"Precision production, craft, repair","420.0","405.0","15.0","-"
"Service","864.0","330.0","534.0","-"
"Military","74.0","59.0","15.0","-"
"No occupation","3228.0","1059.0","2169.0","-"
"Unknown","16945.0","7727.0","9218.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","255.0","133.0","122.0","-"
"Bosnia and Herzegovina","874.0","441.0","433.0","-"
"Bulgaria","648.0","323.0","325.0","-"
"China","922.0","351.0","571.0","-"
"Ecuador","245.0","119.0","126.0","-"
"Guatemala","290.0","141.0","149.0","-"
"India","2906.0","1383.0","1523.0","-"
"Jordan","310.0","178.0","132.0","-"
"Korea","700.0","292.0","408.0","-"
"Lithuania","405.0","159.0","246.0","-"
"Mexico","4739.0","2436.0","2303.0","-"
"Nigeria","410.0","219.0","191.0","-"
"Pakistan","771.0","364.0","407.0","-"
"Philippines","1714.0","612.0","1102.0","-"
"Poland","3548.0","1581.0","1967.0","-"
"Romania","516.0","245.0","271.0","-"
"Serbia and Montenegro","578.0","295.0","283.0","-"
"Soviet Union (former)","493.0","217.0","276.0","-"
"Ukraine","418.0","163.0","255.0","-"
"Vietnam","578.0","243.0","335.0","-"
"Other","5593.0","2586.0","3007.0","-"
"Unknown","141.0","65.0","76.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
