"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Santa Cruz-Watsonville, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","665.0","283.0","382.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","67.0","25.0","42.0","-"
"25-34 years","179.0","70.0","109.0","-"
"35-44 years","196.0","95.0","101.0","-"
"45-54 years","125.0","56.0","69.0","-"
"55-64 years","65.0","21.0","44.0","-"
"65 years and over","33.0","16.0","17.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","126.0","58.0","68.0","-"
"Married","462.0","193.0","269.0","-"
"Other","74.0","29.0","45.0","-"
"Unknown","3.0","3.0","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","17.0","6.0","11.0","-"
"Professional and technical","34.0","16.0","18.0","-"
"Sales","21.0","5.0","16.0","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","50.0","32.0","18.0","-"
"Precision production, craft, repair","11.0","D","D","-"
"Service","28.0","D","D","-"
"Military","D","D","-","-"
"No occupation","64.0","21.0","43.0","-"
"Unknown","427.0","189.0","238.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Argentina","4.0","D","D","-"
"Australia","4.0","D","D","-"
"Brazil","12.0","3.0","9.0","-"
"Canada","6.0","D","D","-"
"China","17.0","D","D","-"
"El Salvador","10.0","D","D","-"
"France","4.0","D","D","-"
"Germany","12.0","7.0","5.0","-"
"India","14.0","6.0","8.0","-"
"Iran","10.0","7.0","3.0","-"
"Japan","5.0","D","D","-"
"Korea","6.0","D","D","-"
"Mexico","360.0","166.0","194.0","-"
"Peru","11.0","3.0","8.0","-"
"Philippines","25.0","10.0","15.0","-"
"Russia","12.0","D","D","-"
"Taiwan","8.0","D","D","-"
"Thailand","5.0","D","D","-"
"United Kingdom","29.0","18.0","11.0","-"
"Vietnam","7.0","3.0","4.0","-"
"Other","103.0","41.0","62.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
