"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Denver-Aurora, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3987.0","1838.0","2149.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","390.0","164.0","226.0","-"
"25-34 years","1232.0","524.0","708.0","-"
"35-44 years","1135.0","559.0","576.0","-"
"45-54 years","526.0","280.0","246.0","-"
"55-64 years","347.0","149.0","198.0","-"
"65 years and over","357.0","162.0","195.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","744.0","414.0","330.0","-"
"Married","2748.0","1251.0","1497.0","-"
"Other","495.0","173.0","322.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","204.0","111.0","93.0","-"
"Professional and technical","256.0","117.0","139.0","-"
"Sales","135.0","50.0","85.0","-"
"Administrative support","54.0","10.0","44.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","214.0","162.0","52.0","-"
"Precision production, craft, repair","85.0","78.0","7.0","-"
"Service","218.0","73.0","145.0","-"
"Military","18.0","15.0","3.0","-"
"No occupation","491.0","178.0","313.0","-"
"Unknown","2312.0","1044.0","1268.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Belarus","41.0","18.0","23.0","-"
"Bosnia and Herzegovina","125.0","69.0","56.0","-"
"Bulgaria","41.0","19.0","22.0","-"
"Canada","104.0","46.0","58.0","-"
"China","107.0","37.0","70.0","-"
"Ethiopia","170.0","69.0","101.0","-"
"Ghana","53.0","34.0","19.0","-"
"India","116.0","59.0","57.0","-"
"Iran","66.0","23.0","43.0","-"
"Korea","153.0","60.0","93.0","-"
"Mexico","739.0","385.0","354.0","-"
"Morocco","70.0","52.0","18.0","-"
"Pakistan","42.0","20.0","22.0","-"
"Philippines","91.0","34.0","57.0","-"
"Poland","49.0","15.0","34.0","-"
"Russia","199.0","64.0","135.0","-"
"Sudan","60.0","42.0","18.0","-"
"Ukraine","112.0","46.0","66.0","-"
"United Kingdom","88.0","44.0","44.0","-"
"Vietnam","448.0","197.0","251.0","-"
"Other","1088.0","494.0","594.0","-"
"Unknown","25.0","11.0","14.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
