"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Salinas, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1405.0","622.0","783.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","189.0","75.0","114.0","-"
"25-34 years","454.0","189.0","265.0","-"
"35-44 years","337.0","155.0","182.0","-"
"45-54 years","209.0","98.0","111.0","-"
"55-64 years","142.0","71.0","71.0","-"
"65 years and over","74.0","34.0","40.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","314.0","150.0","164.0","-"
"Married","971.0","432.0","539.0","-"
"Other","115.0","38.0","77.0","-"
"Unknown","5.0","2.0","3.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","20.0","9.0","11.0","-"
"Professional and technical","44.0","20.0","24.0","-"
"Sales","46.0","15.0","31.0","-"
"Administrative support","23.0","D","D","-"
"Farming, forestry, fisheries","D","D","D","-"
"Operators, fabricators, laborers","73.0","55.0","18.0","-"
"Precision production, craft, repair","19.0","D","D","-"
"Service","63.0","18.0","45.0","-"
"Military","D","5.0","D","-"
"No occupation","125.0","47.0","78.0","-"
"Unknown","981.0","433.0","548.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Australia","5.0","D","D","-"
"Brazil","5.0","D","D","-"
"Canada","10.0","5.0","5.0","-"
"China","24.0","9.0","15.0","-"
"El Salvador","33.0","15.0","18.0","-"
"Fiji","38.0","21.0","17.0","-"
"India","19.0","12.0","7.0","-"
"Iran","11.0","5.0","6.0","-"
"Korea","35.0","7.0","28.0","-"
"Lebanon","6.0","3.0","3.0","-"
"Mexico","793.0","367.0","426.0","-"
"Panama","5.0","D","D","-"
"Peru","7.0","4.0","3.0","-"
"Philippines","205.0","81.0","124.0","-"
"Russia","15.0","7.0","8.0","-"
"Sudan","5.0","D","D","-"
"Taiwan","5.0","D","D","-"
"Thailand","7.0","D","D","-"
"United Kingdom","13.0","6.0","7.0","-"
"Vietnam","36.0","14.0","22.0","-"
"Other","119.0","53.0","66.0","-"
"Unknown","9.0","3.0","6.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
