"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Torrington, CT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","209.0","98.0","111.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","25.0","14.0","11.0","-"
"25-34 years","47.0","18.0","29.0","-"
"35-44 years","72.0","34.0","38.0","-"
"45-54 years","40.0","22.0","18.0","-"
"55-64 years","20.0","D","D","-"
"65 years and over","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","36.0","22.0","14.0","-"
"Married","156.0","69.0","87.0","-"
"Other","17.0","7.0","10.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","3.0","D","D","-"
"Professional and technical","8.0","3.0","5.0","-"
"Sales","D","D","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","14.0","7.0","7.0","-"
"Precision production, craft, repair","D","D","-","-"
"Service","D","-","D","-"
"Military","D","D","-","-"
"No occupation","17.0","9.0","8.0","-"
"Unknown","162.0","74.0","88.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","9.0","3.0","6.0","-"
"Bangladesh","6.0","D","D","-"
"Bosnia and Herzegovina","7.0","D","D","-"
"Brazil","7.0","D","D","-"
"Bulgaria","3.0","D","D","-"
"Canada","5.0","D","D","-"
"China","5.0","D","D","-"
"Colombia","4.0","D","D","-"
"Dominican Republic","11.0","3.0","8.0","-"
"Ecuador","6.0","D","D","-"
"Germany","5.0","-","5.0","-"
"India","12.0","7.0","5.0","-"
"Italy","5.0","-","5.0","-"
"Macedonia","6.0","D","D","-"
"Poland","11.0","6.0","5.0","-"
"Portugal","5.0","D","D","-"
"Serbia and Montenegro","12.0","5.0","7.0","-"
"Ukraine","6.0","D","D","-"
"United Kingdom","13.0","7.0","6.0","-"
"Vietnam","5.0","D","D","-"
"Other","66.0","35.0","31.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
