"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Greensboro-High Point, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","672.0","365.0","307.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","106.0","49.0","57.0","-"
"25-34 years","174.0","95.0","79.0","-"
"35-44 years","206.0","124.0","82.0","-"
"45-54 years","123.0","68.0","55.0","-"
"55-64 years","32.0","15.0","17.0","-"
"65 years and over","31.0","14.0","17.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","182.0","112.0","70.0","-"
"Married","442.0","236.0","206.0","-"
"Other","48.0","17.0","31.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","32.0","18.0","14.0","-"
"Professional and technical","49.0","29.0","20.0","-"
"Sales","38.0","17.0","21.0","-"
"Administrative support","11.0","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","111.0","71.0","40.0","-"
"Precision production, craft, repair","20.0","D","D","-"
"Service","52.0","28.0","24.0","-"
"Military","-","-","-","-"
"No occupation","158.0","63.0","95.0","-"
"Unknown","201.0","117.0","84.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","52.0","26.0","26.0","-"
"Cambodia","14.0","4.0","10.0","-"
"Canada","13.0","7.0","6.0","-"
"China","13.0","D","D","-"
"Ghana","12.0","8.0","4.0","-"
"India","29.0","12.0","17.0","-"
"Korea","13.0","6.0","7.0","-"
"Laos","17.0","8.0","9.0","-"
"Mexico","45.0","27.0","18.0","-"
"Morocco","9.0","5.0","4.0","-"
"Nigeria","21.0","13.0","8.0","-"
"Pakistan","46.0","27.0","19.0","-"
"Philippines","9.0","3.0","6.0","-"
"Romania","10.0","5.0","5.0","-"
"Russia","8.0","D","D","-"
"Serbia and Montenegro","8.0","D","D","-"
"Somalia","8.0","D","D","-"
"Sudan","51.0","40.0","11.0","-"
"United Kingdom","11.0","3.0","8.0","-"
"Vietnam","100.0","57.0","43.0","-"
"Other","183.0","97.0","86.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
