"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Atlantic City, NJ","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","702.0","347.0","355.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","112.0","53.0","59.0","-"
"25-34 years","207.0","91.0","116.0","-"
"35-44 years","178.0","85.0","93.0","-"
"45-54 years","107.0","60.0","47.0","-"
"55-64 years","64.0","39.0","25.0","-"
"65 years and over","34.0","19.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","167.0","86.0","81.0","-"
"Married","466.0","232.0","234.0","-"
"Other","69.0","29.0","40.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","22.0","10.0","12.0","-"
"Professional and technical","15.0","8.0","7.0","-"
"Sales","89.0","50.0","39.0","-"
"Administrative support","D","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","12.0","9.0","3.0","-"
"Precision production, craft, repair","D","D","-","-"
"Service","71.0","35.0","36.0","-"
"Military","5.0","D","D","-"
"No occupation","91.0","27.0","64.0","-"
"Unknown","392.0","201.0","191.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","8.0","5.0","3.0","-"
"Bangladesh","70.0","46.0","24.0","-"
"China","27.0","16.0","11.0","-"
"Colombia","33.0","15.0","18.0","-"
"Cuba","6.0","D","D","-"
"Dominican Republic","71.0","28.0","43.0","-"
"Egypt","11.0","4.0","7.0","-"
"El Salvador","7.0","D","D","-"
"Haiti","22.0","10.0","12.0","-"
"Honduras","19.0","9.0","10.0","-"
"Hong Kong","12.0","6.0","6.0","-"
"India","118.0","65.0","53.0","-"
"Jamaica","11.0","3.0","8.0","-"
"Mexico","20.0","11.0","9.0","-"
"Pakistan","35.0","20.0","15.0","-"
"Peru","23.0","11.0","12.0","-"
"Philippines","40.0","22.0","18.0","-"
"Poland","10.0","3.0","7.0","-"
"Serbia and Montenegro","6.0","3.0","3.0","-"
"Vietnam","38.0","15.0","23.0","-"
"Other","115.0","50.0","65.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
