"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Appleton, WI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","146.0","66.0","80.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","25.0","8.0","17.0","-"
"25-34 years","38.0","19.0","19.0","-"
"35-44 years","43.0","25.0","18.0","-"
"45-54 years","17.0","8.0","9.0","-"
"55-64 years","10.0","D","D","-"
"65 years and over","13.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","26.0","13.0","13.0","-"
"Married","104.0","50.0","54.0","-"
"Other","16.0","3.0","13.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","5.0","D","D","-"
"Professional and technical","9.0","6.0","3.0","-"
"Sales","4.0","D","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","16.0","11.0","5.0","-"
"Precision production, craft, repair","D","D","D","-"
"Service","D","-","D","-"
"Military","-","-","-","-"
"No occupation","16.0","6.0","10.0","-"
"Unknown","92.0","37.0","55.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Algeria","D","D","-","-"
"Australia","D","-","D","-"
"Bosnia and Herzegovina","D","-","D","-"
"Brazil","D","-","D","-"
"Bulgaria","3.0","D","D","-"
"Cameroon","D","D","-","-"
"Canada","4.0","D","D","-"
"China","6.0","D","D","-"
"Egypt","D","-","D","-"
"Finland","4.0","D","D","-"
"Germany","D","D","D","-"
"Ghana","D","D","-","-"
"India","8.0","5.0","3.0","-"
"Laos","49.0","19.0","30.0","-"
"Macedonia","D","D","D","-"
"Mexico","24.0","13.0","11.0","-"
"Serbia and Montenegro","5.0","D","D","-"
"Thailand","12.0","3.0","9.0","-"
"United Kingdom","3.0","D","D","-"
"Vietnam","3.0","-","3.0","-"
"Other","11.0","8.0","3.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
