"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Oklahoma City, OK","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","945.0","409.0","536.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","113.0","43.0","70.0","-"
"25-34 years","315.0","143.0","172.0","-"
"35-44 years","265.0","111.0","154.0","-"
"45-54 years","145.0","69.0","76.0","-"
"55-64 years","67.0","28.0","39.0","-"
"65 years and over","40.0","15.0","25.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","180.0","98.0","82.0","-"
"Married","670.0","280.0","390.0","-"
"Other","95.0","31.0","64.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","31.0","20.0","11.0","-"
"Professional and technical","60.0","24.0","36.0","-"
"Sales","14.0","8.0","6.0","-"
"Administrative support","9.0","5.0","4.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","36.0","25.0","11.0","-"
"Precision production, craft, repair","6.0","6.0","-","-"
"Service","38.0","9.0","29.0","-"
"Military","15.0","11.0","4.0","-"
"No occupation","148.0","54.0","94.0","-"
"Unknown","588.0","247.0","341.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bangladesh","12.0","7.0","5.0","-"
"Canada","13.0","6.0","7.0","-"
"China","35.0","14.0","21.0","-"
"Colombia","13.0","D","D","-"
"Germany","9.0","-","9.0","-"
"Ghana","18.0","12.0","6.0","-"
"Honduras","15.0","D","D","-"
"India","97.0","45.0","52.0","-"
"Iran","33.0","12.0","21.0","-"
"Korea","18.0","8.0","10.0","-"
"Laos","10.0","D","D","-"
"Mexico","147.0","69.0","78.0","-"
"Morocco","13.0","D","D","-"
"Nigeria","24.0","12.0","12.0","-"
"Pakistan","44.0","27.0","17.0","-"
"Peru","14.0","5.0","9.0","-"
"Philippines","50.0","11.0","39.0","-"
"Thailand","12.0","4.0","8.0","-"
"United Kingdom","18.0","6.0","12.0","-"
"Vietnam","189.0","78.0","111.0","-"
"Other","156.0","68.0","88.0","-"
"Unknown","5.0","1.0","4.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
