"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Ann Arbor, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","597.0","290.0","307.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","69.0","33.0","36.0","-"
"25-34 years","158.0","67.0","91.0","-"
"35-44 years","174.0","92.0","82.0","-"
"45-54 years","113.0","55.0","58.0","-"
"55-64 years","60.0","31.0","29.0","-"
"65 years and over","23.0","12.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","129.0","70.0","59.0","-"
"Married","424.0","200.0","224.0","-"
"Other","44.0","20.0","24.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","38.0","22.0","16.0","-"
"Professional and technical","136.0","76.0","60.0","-"
"Sales","26.0","10.0","16.0","-"
"Administrative support","11.0","7.0","4.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","25.0","18.0","7.0","-"
"Precision production, craft, repair","6.0","6.0","-","-"
"Service","35.0","18.0","17.0","-"
"Military","-","-","-","-"
"No occupation","150.0","59.0","91.0","-"
"Unknown","170.0","74.0","96.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Canada","31.0","19.0","12.0","-"
"China","60.0","23.0","37.0","-"
"Colombia","9.0","4.0","5.0","-"
"Ethiopia","8.0","4.0","4.0","-"
"Germany","9.0","3.0","6.0","-"
"India","66.0","34.0","32.0","-"
"Iran","18.0","8.0","10.0","-"
"Iraq","18.0","7.0","11.0","-"
"Jordan","13.0","9.0","4.0","-"
"Korea","25.0","11.0","14.0","-"
"Lebanon","8.0","4.0","4.0","-"
"Nigeria","17.0","8.0","9.0","-"
"Pakistan","14.0","9.0","5.0","-"
"Philippines","14.0","4.0","10.0","-"
"Romania","33.0","13.0","20.0","-"
"Russia","14.0","6.0","8.0","-"
"Serbia and Montenegro","13.0","8.0","5.0","-"
"Somalia","10.0","6.0","4.0","-"
"Taiwan","19.0","8.0","11.0","-"
"United Kingdom","17.0","10.0","7.0","-"
"Other","178.0","90.0","88.0","-"
"Unknown","3.0","2.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
