"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Winston-Salem, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","216.0","91.0","125.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","23.0","9.0","14.0","-"
"25-34 years","45.0","19.0","26.0","-"
"35-44 years","65.0","29.0","36.0","-"
"45-54 years","48.0","17.0","31.0","-"
"55-64 years","23.0","12.0","11.0","-"
"65 years and over","12.0","5.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","25.0","14.0","11.0","-"
"Married","168.0","72.0","96.0","-"
"Other","23.0","5.0","18.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","16.0","10.0","6.0","-"
"Professional and technical","22.0","10.0","12.0","-"
"Sales","18.0","D","D","-"
"Administrative support","11.0","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","27.0","16.0","11.0","-"
"Precision production, craft, repair","7.0","7.0","-","-"
"Service","15.0","4.0","11.0","-"
"Military","-","-","-","-"
"No occupation","41.0","14.0","27.0","-"
"Unknown","59.0","25.0","34.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Canada","5.0","D","D","-"
"China","6.0","D","D","-"
"Colombia","5.0","D","D","-"
"Cuba","5.0","D","D","-"
"Dominican Republic","4.0","-","4.0","-"
"Egypt","7.0","3.0","4.0","-"
"El Salvador","6.0","D","D","-"
"India","17.0","8.0","9.0","-"
"Iran","5.0","D","D","-"
"Jamaica","5.0","D","D","-"
"Korea","7.0","D","D","-"
"Lebanon","4.0","D","D","-"
"Mexico","33.0","18.0","15.0","-"
"Nigeria","4.0","4.0","-","-"
"Pakistan","6.0","D","D","-"
"Philippines","9.0","D","D","-"
"Russia","6.0","-","6.0","-"
"South Africa","4.0","D","D","-"
"United Kingdom","5.0","D","D","-"
"Vietnam","6.0","D","D","-"
"Other","67.0","33.0","34.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
