"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Lakeland, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","546.0","257.0","289.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","47.0","17.0","30.0","-"
"25-34 years","170.0","68.0","102.0","-"
"35-44 years","172.0","86.0","86.0","-"
"45-54 years","77.0","40.0","37.0","-"
"55-64 years","54.0","31.0","23.0","-"
"65 years and over","26.0","15.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","83.0","46.0","37.0","-"
"Married","407.0","181.0","226.0","-"
"Other","56.0","30.0","26.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","20.0","14.0","6.0","-"
"Professional and technical","37.0","18.0","19.0","-"
"Sales","22.0","9.0","13.0","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","38.0","28.0","10.0","-"
"Precision production, craft, repair","6.0","6.0","-","-"
"Service","19.0","8.0","11.0","-"
"Military","4.0","D","D","-"
"No occupation","38.0","10.0","28.0","-"
"Unknown","358.0","160.0","198.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","6.0","D","D","-"
"Canada","5.0","D","D","-"
"Colombia","23.0","8.0","15.0","-"
"Cuba","19.0","12.0","7.0","-"
"Dominican Republic","17.0","9.0","8.0","-"
"Ecuador","5.0","D","D","-"
"Guyana","13.0","5.0","8.0","-"
"Haiti","54.0","37.0","17.0","-"
"Honduras","6.0","D","D","-"
"India","54.0","26.0","28.0","-"
"Jamaica","48.0","30.0","18.0","-"
"Laos","6.0","D","D","-"
"Mexico","85.0","34.0","51.0","-"
"Morocco","7.0","D","D","-"
"Nicaragua","14.0","7.0","7.0","-"
"Peru","6.0","D","D","-"
"Philippines","30.0","9.0","21.0","-"
"United Kingdom","19.0","10.0","9.0","-"
"Venezuela","7.0","D","D","-"
"Vietnam","15.0","8.0","7.0","-"
"Other","105.0","40.0","65.0","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
