"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Tallahassee, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","368.0","173.0","195.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","44.0","15.0","29.0","-"
"25-34 years","107.0","49.0","58.0","-"
"35-44 years","106.0","53.0","53.0","-"
"45-54 years","64.0","30.0","34.0","-"
"55-64 years","35.0","21.0","14.0","-"
"65 years and over","12.0","5.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","92.0","47.0","45.0","-"
"Married","244.0","114.0","130.0","-"
"Other","31.0","11.0","20.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","30.0","16.0","14.0","-"
"Professional and technical","49.0","24.0","25.0","-"
"Sales","11.0","D","D","-"
"Administrative support","10.0","3.0","7.0","-"
"Farming, forestry, fisheries","D","-","D","-"
"Operators, fabricators, laborers","4.0","4.0","-","-"
"Precision production, craft, repair","4.0","D","D","-"
"Service","22.0","10.0","12.0","-"
"Military","D","D","-","-"
"No occupation","75.0","26.0","49.0","-"
"Unknown","160.0","84.0","76.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","5.0","D","D","-"
"Canada","12.0","4.0","8.0","-"
"China","7.0","3.0","4.0","-"
"Colombia","10.0","6.0","4.0","-"
"Costa Rica","5.0","D","D","-"
"Cuba","9.0","3.0","6.0","-"
"Egypt","7.0","4.0","3.0","-"
"Ghana","10.0","6.0","4.0","-"
"Haiti","18.0","9.0","9.0","-"
"India","31.0","13.0","18.0","-"
"Iran","11.0","6.0","5.0","-"
"Jamaica","19.0","9.0","10.0","-"
"Korea","9.0","3.0","6.0","-"
"Lebanon","8.0","4.0","4.0","-"
"Mexico","6.0","D","D","-"
"Nigeria","18.0","8.0","10.0","-"
"Philippines","10.0","D","D","-"
"Taiwan","6.0","3.0","3.0","-"
"Venezuela","6.0","D","D","-"
"Vietnam","19.0","11.0","8.0","-"
"Other","141.0","72.0","69.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
