"Persons Naturalized During Fiscal Year 2005","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Key West-Marathon, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","124.0","52.0","72.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","9.0","3.0","6.0","-"
"25-34 years","31.0","12.0","19.0","-"
"35-44 years","41.0","21.0","20.0","-"
"45-54 years","26.0","9.0","17.0","-"
"55-64 years","10.0","3.0","7.0","-"
"65 years and over","7.0","4.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","23.0","10.0","13.0","-"
"Married","82.0","34.0","48.0","-"
"Other","19.0","8.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","3.0","D","D","-"
"Professional and technical","4.0","D","D","-"
"Sales","3.0","-","3.0","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","8.0","3.0","5.0","-"
"Military","D","D","-","-"
"No occupation","10.0","D","D","-"
"Unknown","92.0","41.0","51.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bangladesh","D","D","D","-"
"Brazil","D","D","D","-"
"Canada","7.0","D","D","-"
"Colombia","5.0","-","5.0","-"
"Cuba","27.0","12.0","15.0","-"
"Dominican Republic","3.0","D","D","-"
"Georgia","D","D","D","-"
"Germany","4.0","D","D","-"
"Haiti","5.0","D","D","-"
"Ireland","D","-","D","-"
"Israel","D","D","D","-"
"Mexico","4.0","4.0","-","-"
"Nicaragua","14.0","6.0","8.0","-"
"Peru","5.0","D","D","-"
"Philippines","4.0","D","D","-"
"Poland","D","D","D","-"
"Russia","D","D","D","-"
"Ukraine","4.0","-","4.0","-"
"United Kingdom","3.0","D","D","-"
"Venezuela","3.0","D","D","-"
"Other","22.0","10.0","12.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
