"Persons Naturalized During Fiscal Year 2007","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: North Dakota","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","415.0","205.0","210.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","74.0","47.0","27.0","-"
"25-34 years","119.0","58.0","61.0","-"
"35-44 years","95.0","52.0","43.0","-"
"45-54 years","68.0","25.0","43.0","-"
"55-64 years","38.0","14.0","24.0","-"
"65 years and over","21.0","9.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","117.0","85.0","32.0","-"
"Married","258.0","106.0","152.0","-"
"Other","40.0","14.0","26.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","33.0","13.0","20.0","-"
"Service occupations","24.0","7.0","17.0","-"
"Sales and office occupations","9.0","4.0","5.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","35.0","23.0","12.0","-"
"Military","18.0","14.0","4.0","-"
"No occupation/not working outside home","40.0","18.0","22.0","-"
"Homemakers","D","-","D","-"
"Students or children","32.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","253.0","123.0","130.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","5.0","D","D","-"
"Bosnia and Herzegovina","100.0","50.0","50.0","-"
"Canada","45.0","16.0","29.0","-"
"China","6.0","3.0","3.0","-"
"Congo, Republic of the","4.0","D","D","-"
"Croatia","10.0","3.0","7.0","-"
"Germany","4.0","D","D","-"
"India","8.0","D","D","-"
"Iraq","13.0","9.0","4.0","-"
"Mexico","6.0","D","D","-"
"Nigeria","4.0","D","D","-"
"Pakistan","4.0","D","D","-"
"Philippines","14.0","3.0","11.0","-"
"Russia","4.0","-","4.0","-"
"Serbia and Montenegro","8.0","D","D","-"
"Somalia","17.0","5.0","12.0","-"
"Sudan","49.0","39.0","10.0","-"
"Thailand","6.0","D","D","-"
"United Kingdom","5.0","D","D","-"
"Vietnam","22.0","12.0","10.0","-"
"Other","81.0","41.0","40.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
