"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Fort Myers-Cape Coral, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","836.0","348.0","488.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","49.0","11.0","38.0","-"
"25-34 years","208.0","82.0","126.0","-"
"35-44 years","255.0","103.0","152.0","-"
"45-54 years","163.0","76.0","87.0","-"
"55-64 years","102.0","47.0","55.0","-"
"65 years and over","59.0","29.0","30.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","114.0","52.0","62.0","-"
"Married","628.0","261.0","367.0","-"
"Other","94.0","35.0","59.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","36.0","20.0","16.0","-"
"Professional and technical","34.0","14.0","20.0","-"
"Sales","28.0","11.0","17.0","-"
"Administrative support","15.0","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","30.0","24.0","6.0","-"
"Precision production, craft, repair","16.0","D","D","-"
"Service","34.0","12.0","22.0","-"
"Military","5.0","D","D","-"
"No occupation","81.0","20.0","61.0","-"
"Unknown","557.0","228.0","329.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","31.0","13.0","18.0","-"
"Canada","40.0","17.0","23.0","-"
"Colombia","61.0","18.0","43.0","-"
"Cuba","95.0","47.0","48.0","-"
"Dominican Republic","19.0","4.0","15.0","-"
"Ecuador","13.0","7.0","6.0","-"
"Germany","32.0","12.0","20.0","-"
"Guatemala","10.0","5.0","5.0","-"
"Haiti","102.0","52.0","50.0","-"
"Honduras","13.0","5.0","8.0","-"
"India","14.0","7.0","7.0","-"
"Jamaica","34.0","13.0","21.0","-"
"Mexico","50.0","25.0","25.0","-"
"Nicaragua","15.0","9.0","6.0","-"
"Peru","15.0","5.0","10.0","-"
"Philippines","27.0","7.0","20.0","-"
"Serbia and Montenegro","12.0","5.0","7.0","-"
"United Kingdom","26.0","14.0","12.0","-"
"Venezuela","12.0","5.0","7.0","-"
"Vietnam","17.0","10.0","7.0","-"
"Other","198.0","68.0","130.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
