"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Louisville, KY-IN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","794.0","371.0","423.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","111.0","48.0","63.0","-"
"25-34 years","217.0","92.0","125.0","-"
"35-44 years","223.0","116.0","107.0","-"
"45-54 years","115.0","58.0","57.0","-"
"55-64 years","64.0","29.0","35.0","-"
"65 years and over","64.0","28.0","36.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","183.0","103.0","80.0","-"
"Married","523.0","238.0","285.0","-"
"Other","88.0","30.0","58.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","22.0","15.0","7.0","-"
"Professional and technical","43.0","32.0","11.0","-"
"Sales","10.0","D","D","-"
"Administrative support","5.0","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","53.0","35.0","18.0","-"
"Precision production, craft, repair","D","D","-","-"
"Service","20.0","9.0","11.0","-"
"Military","D","D","-","-"
"No occupation","95.0","29.0","66.0","-"
"Unknown","539.0","238.0","301.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","97.0","47.0","50.0","-"
"Brazil","7.0","D","D","-"
"Bulgaria","8.0","3.0","5.0","-"
"Canada","16.0","5.0","11.0","-"
"China","21.0","9.0","12.0","-"
"Croatia","7.0","3.0","4.0","-"
"Cuba","94.0","52.0","42.0","-"
"India","48.0","19.0","29.0","-"
"Iran","26.0","11.0","15.0","-"
"Iraq","20.0","15.0","5.0","-"
"Korea","17.0","6.0","11.0","-"
"Mexico","20.0","13.0","7.0","-"
"Pakistan","12.0","5.0","7.0","-"
"Peru","11.0","D","D","-"
"Philippines","18.0","3.0","15.0","-"
"Russia","11.0","3.0","8.0","-"
"Serbia and Montenegro","53.0","28.0","25.0","-"
"Somalia","23.0","14.0","9.0","-"
"Ukraine","13.0","5.0","8.0","-"
"Vietnam","90.0","37.0","53.0","-"
"Other","180.0","86.0","94.0","-"
"Unknown","2.0","2.0","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
