"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Hamilton-Middletown, OH","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","302.0","128.0","174.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","25.0","13.0","12.0","-"
"25-34 years","99.0","39.0","60.0","-"
"35-44 years","89.0","35.0","54.0","-"
"45-54 years","46.0","23.0","23.0","-"
"55-64 years","25.0","9.0","16.0","-"
"65 years and over","18.0","9.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","49.0","31.0","18.0","-"
"Married","225.0","86.0","139.0","-"
"Other","28.0","11.0","17.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","16.0","8.0","8.0","-"
"Professional and technical","30.0","21.0","9.0","-"
"Sales","10.0","6.0","4.0","-"
"Administrative support","4.0","-","4.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","18.0","11.0","7.0","-"
"Precision production, craft, repair","3.0","D","D","-"
"Service","6.0","D","D","-"
"Military","-","-","-","-"
"No occupation","41.0","17.0","24.0","-"
"Unknown","174.0","60.0","114.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Cambodia","6.0","D","D","-"
"Canada","6.0","3.0","3.0","-"
"China","16.0","10.0","6.0","-"
"Colombia","7.0","D","D","-"
"Dominican Republic","8.0","D","D","-"
"Germany","6.0","D","D","-"
"Ghana","7.0","4.0","3.0","-"
"India","60.0","27.0","33.0","-"
"Jordan","6.0","-","6.0","-"
"Korea","5.0","-","5.0","-"
"Kuwait","5.0","D","D","-"
"Lebanon","9.0","4.0","5.0","-"
"Mexico","8.0","D","D","-"
"Morocco","5.0","D","D","-"
"Panama","6.0","3.0","3.0","-"
"Philippines","7.0","D","D","-"
"Taiwan","6.0","D","D","-"
"Ukraine","6.0","3.0","3.0","-"
"United Kingdom","7.0","3.0","4.0","-"
"Vietnam","40.0","18.0","22.0","-"
"Other","70.0","33.0","37.0","-"
"Unknown","6.0","2.0","4.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
