"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Fort Worth-Arlington, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3069.0","1363.0","1706.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","352.0","132.0","220.0","-"
"25-34 years","914.0","373.0","541.0","-"
"35-44 years","903.0","410.0","493.0","-"
"45-54 years","489.0","230.0","259.0","-"
"55-64 years","231.0","120.0","111.0","-"
"65 years and over","180.0","98.0","82.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","616.0","301.0","315.0","-"
"Married","2166.0","961.0","1205.0","-"
"Other","270.0","91.0","179.0","-"
"Unknown","17.0","10.0","7.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","116.0","63.0","53.0","-"
"Professional and technical","177.0","81.0","96.0","-"
"Sales","70.0","29.0","41.0","-"
"Administrative support","30.0","9.0","21.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","218.0","151.0","67.0","-"
"Precision production, craft, repair","34.0","D","D","-"
"Service","73.0","19.0","54.0","-"
"Military","17.0","D","D","-"
"No occupation","419.0","127.0","292.0","-"
"Unknown","1915.0","841.0","1074.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bangladesh","41.0","16.0","25.0","-"
"Bosnia and Herzegovina","61.0","28.0","33.0","-"
"Canada","38.0","18.0","20.0","-"
"China","45.0","16.0","29.0","-"
"Colombia","43.0","13.0","30.0","-"
"Ghana","34.0","19.0","15.0","-"
"India","156.0","86.0","70.0","-"
"Iran","42.0","20.0","22.0","-"
"Iraq","41.0","24.0","17.0","-"
"Kenya","31.0","16.0","15.0","-"
"Korea","46.0","20.0","26.0","-"
"Laos","42.0","17.0","25.0","-"
"Mexico","757.0","354.0","403.0","-"
"Nigeria","95.0","47.0","48.0","-"
"Pakistan","124.0","57.0","67.0","-"
"Philippines","98.0","26.0","72.0","-"
"Serbia and Montenegro","51.0","26.0","25.0","-"
"Sudan","34.0","21.0","13.0","-"
"United Kingdom","49.0","22.0","27.0","-"
"Vietnam","477.0","200.0","277.0","-"
"Other","750.0","311.0","439.0","-"
"Unknown","14.0","6.0","8.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
