"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Greensboro--Winston-Salem--High Point, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","997.0","505.0","492.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","141.0","60.0","81.0","-"
"25-34 years","244.0","122.0","122.0","-"
"35-44 years","317.0","181.0","136.0","-"
"45-54 years","189.0","92.0","97.0","-"
"55-64 years","58.0","30.0","28.0","-"
"65 years and over","48.0","20.0","28.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","224.0","134.0","90.0","-"
"Married","693.0","345.0","348.0","-"
"Other","80.0","26.0","54.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","56.0","34.0","22.0","-"
"Professional and technical","74.0","38.0","36.0","-"
"Sales","59.0","23.0","36.0","-"
"Administrative support","25.0","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","159.0","102.0","57.0","-"
"Precision production, craft, repair","29.0","D","D","-"
"Service","73.0","36.0","37.0","-"
"Military","-","-","-","-"
"No occupation","229.0","83.0","146.0","-"
"Unknown","293.0","157.0","136.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","60.0","30.0","30.0","-"
"Cambodia","23.0","10.0","13.0","-"
"Canada","23.0","10.0","13.0","-"
"China","22.0","6.0","16.0","-"
"Colombia","13.0","D","D","-"
"Egypt","14.0","8.0","6.0","-"
"El Salvador","13.0","8.0","5.0","-"
"India","54.0","26.0","28.0","-"
"Iran","14.0","5.0","9.0","-"
"Korea","24.0","7.0","17.0","-"
"Laos","17.0","8.0","9.0","-"
"Mexico","101.0","57.0","44.0","-"
"Nigeria","25.0","17.0","8.0","-"
"Pakistan","48.0","25.0","23.0","-"
"Philippines","20.0","4.0","16.0","-"
"Romania","16.0","7.0","9.0","-"
"Russia","14.0","D","D","-"
"Sudan","52.0","41.0","11.0","-"
"United Kingdom","18.0","5.0","13.0","-"
"Vietnam","110.0","60.0","50.0","-"
"Other","316.0","166.0","150.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
