"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Fort Walton Beach, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","132.0","51.0","81.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","28.0","15.0","13.0","-"
"25-34 years","30.0","16.0","14.0","-"
"35-44 years","37.0","5.0","32.0","-"
"45-54 years","18.0","7.0","11.0","-"
"55-64 years","8.0","3.0","5.0","-"
"65 years and over","11.0","5.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","32.0","D","D","-"
"Married","93.0","30.0","63.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","-","D","-"
"Professional and technical","6.0","3.0","3.0","-"
"Sales","3.0","D","D","-"
"Administrative support","3.0","-","3.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","13.0","D","D","-"
"Military","25.0","15.0","10.0","-"
"No occupation","18.0","6.0","12.0","-"
"Unknown","59.0","22.0","37.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Burma","D","D","D","-"
"Canada","D","-","D","-"
"China","D","D","D","-"
"Czechoslovakia (former)","D","D","-","-"
"Egypt","D","D","D","-"
"Germany","6.0","D","D","-"
"Honduras","3.0","-","3.0","-"
"India","4.0","D","D","-"
"Jamaica","D","D","-","-"
"Jordan","D","D","D","-"
"Korea","11.0","D","D","-"
"Kuwait","D","D","-","-"
"Mexico","D","-","D","-"
"Netherlands","D","-","D","-"
"Nicaragua","3.0","D","D","-"
"Panama","4.0","D","D","-"
"Philippines","33.0","12.0","21.0","-"
"Thailand","5.0","D","D","-"
"United Kingdom","8.0","3.0","5.0","-"
"Vietnam","8.0","D","D","-"
"Other","27.0","12.0","15.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
