"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Anchorage, AK","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","591.0","264.0","327.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","68.0","38.0","30.0","-"
"25-34 years","190.0","83.0","107.0","-"
"35-44 years","157.0","64.0","93.0","-"
"45-54 years","80.0","40.0","40.0","-"
"55-64 years","56.0","24.0","32.0","-"
"65 years and over","40.0","15.0","25.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","132.0","78.0","54.0","-"
"Married","402.0","164.0","238.0","-"
"Other","57.0","22.0","35.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","13.0","D","D","-"
"Professional and technical","22.0","7.0","15.0","-"
"Sales","17.0","D","D","-"
"Administrative support","D","D","5.0","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","6.0","6.0","-","-"
"Precision production, craft, repair","8.0","8.0","-","-"
"Service","34.0","10.0","24.0","-"
"Military","26.0","17.0","9.0","-"
"No occupation","37.0","15.0","22.0","-"
"Unknown","420.0","187.0","233.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"American Samoa","11.0","D","D","-"
"Canada","13.0","10.0","3.0","-"
"China","10.0","D","D","-"
"Dominican Republic","25.0","13.0","12.0","-"
"El Salvador","8.0","5.0","3.0","-"
"Germany","8.0","4.0","4.0","-"
"Guatemala","5.0","D","D","-"
"Korea","65.0","29.0","36.0","-"
"Laos","32.0","16.0","16.0","-"
"Macedonia","5.0","D","D","-"
"Mexico","58.0","31.0","27.0","-"
"Pakistan","5.0","D","D","-"
"Panama","7.0","D","D","-"
"Peru","7.0","D","D","-"
"Philippines","144.0","63.0","81.0","-"
"Russia","29.0","5.0","24.0","-"
"Serbia and Montenegro","13.0","5.0","8.0","-"
"Thailand","17.0","7.0","10.0","-"
"United Kingdom","7.0","D","D","-"
"Vietnam","9.0","3.0","6.0","-"
"Other","112.0","48.0","64.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
