"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Pensacola, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","227.0","86.0","141.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","19.0","12.0","7.0","-"
"25-34 years","61.0","21.0","40.0","-"
"35-44 years","70.0","25.0","45.0","-"
"45-54 years","38.0","13.0","25.0","-"
"55-64 years","25.0","9.0","16.0","-"
"65 years and over","14.0","6.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","38.0","24.0","14.0","-"
"Married","172.0","56.0","116.0","-"
"Other","17.0","6.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","10.0","D","D","-"
"Professional and technical","14.0","8.0","6.0","-"
"Sales","12.0","D","D","-"
"Administrative support","D","D","4.0","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","5.0","D","D","-"
"Precision production, craft, repair","6.0","6.0","-","-"
"Service","19.0","5.0","14.0","-"
"Military","7.0","7.0","-","-"
"No occupation","37.0","7.0","30.0","-"
"Unknown","111.0","37.0","74.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","4.0","D","D","-"
"Canada","7.0","D","D","-"
"China","5.0","D","D","-"
"Colombia","3.0","D","D","-"
"Cuba","3.0","D","D","-"
"Ecuador","4.0","D","D","-"
"Germany","3.0","-","3.0","-"
"Honduras","3.0","-","3.0","-"
"India","4.0","4.0","-","-"
"Jamaica","3.0","-","3.0","-"
"Japan","5.0","D","D","-"
"Korea","4.0","D","D","-"
"Mexico","5.0","D","D","-"
"Panama","3.0","D","D","-"
"Peru","5.0","D","D","-"
"Philippines","41.0","8.0","33.0","-"
"Russia","3.0","-","3.0","-"
"Thailand","4.0","D","D","-"
"United Kingdom","11.0","3.0","8.0","-"
"Vietnam","54.0","26.0","28.0","-"
"Other","52.0","26.0","26.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
