"Persons Naturalized During Fiscal Year 2005","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Denver, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3895.0","1796.0","2099.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","386.0","163.0","223.0","-"
"25-34 years","1210.0","514.0","696.0","-"
"35-44 years","1096.0","540.0","556.0","-"
"45-54 years","511.0","271.0","240.0","-"
"55-64 years","339.0","148.0","191.0","-"
"65 years and over","353.0","160.0","193.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","729.0","406.0","323.0","-"
"Married","2677.0","1221.0","1456.0","-"
"Other","489.0","169.0","320.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","202.0","108.0","94.0","-"
"Professional and technical","242.0","110.0","132.0","-"
"Sales","133.0","49.0","84.0","-"
"Administrative support","52.0","10.0","42.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","207.0","158.0","49.0","-"
"Precision production, craft, repair","83.0","76.0","7.0","-"
"Service","214.0","71.0","143.0","-"
"Military","18.0","15.0","3.0","-"
"No occupation","482.0","177.0","305.0","-"
"Unknown","2262.0","1022.0","1240.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Belarus","41.0","18.0","23.0","-"
"Bosnia and Herzegovina","119.0","65.0","54.0","-"
"Bulgaria","41.0","19.0","22.0","-"
"Canada","98.0","45.0","53.0","-"
"China","105.0","36.0","69.0","-"
"Ethiopia","169.0","69.0","100.0","-"
"Ghana","52.0","33.0","19.0","-"
"India","112.0","56.0","56.0","-"
"Iran","65.0","23.0","42.0","-"
"Korea","146.0","57.0","89.0","-"
"Mexico","734.0","379.0","355.0","-"
"Morocco","70.0","52.0","18.0","-"
"Pakistan","39.0","19.0","20.0","-"
"Philippines","85.0","31.0","54.0","-"
"Poland","47.0","16.0","31.0","-"
"Russia","198.0","64.0","134.0","-"
"Sudan","60.0","42.0","18.0","-"
"Ukraine","112.0","46.0","66.0","-"
"United Kingdom","80.0","39.0","41.0","-"
"Vietnam","439.0","193.0","246.0","-"
"Other","1058.0","483.0","575.0","-"
"Unknown","25.0","11.0","14.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
