"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Burma","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2399.0","1304.0","1095.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","179.0","87.0","92.0","-"
"25-34 years","642.0","345.0","297.0","-"
"35-44 years","806.0","474.0","332.0","-"
"45-54 years","398.0","226.0","172.0","-"
"55-64 years","230.0","111.0","119.0","-"
"65 years and over","144.0","61.0","83.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","753.0","465.0","288.0","-"
"Married","1484.0","772.0","712.0","-"
"Other","154.0","63.0","91.0","-"
"Unknown","8.0","4.0","4.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","478.0","268.0","210.0","-"
"Service occupations","425.0","245.0","180.0","-"
"Sales and office occupations","191.0","82.0","109.0","-"
"Farming, fishing, and forestry occupations","3.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","40.0","33.0","7.0","-"
"Production, transportation, and material moving occupations","368.0","232.0","136.0","-"
"Military","18.0","D","D","-"
"No occupation/not working outside home","620.0","283.0","337.0","-"
"Homemakers","69.0","3.0","66.0","-"
"Students or children","376.0","199.0","177.0","-"
"Retirees","37.0","15.0","22.0","-"
"Unemployed","138.0","66.0","72.0","-"
"Unknown","256.0","144.0","112.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","45.0","24.0","21.0","-"
"California","860.0","431.0","429.0","-"
"Connecticut","14.0","7.0","7.0","-"
"Florida","132.0","78.0","54.0","-"
"Georgia","32.0","17.0","15.0","-"
"Illinois","34.0","20.0","14.0","-"
"Maryland","204.0","127.0","77.0","-"
"Massachusetts","25.0","10.0","15.0","-"
"Michigan","39.0","26.0","13.0","-"
"Minnesota","44.0","24.0","20.0","-"
"Nevada","17.0","13.0","4.0","-"
"New Jersey","29.0","16.0","13.0","-"
"New York","386.0","204.0","182.0","-"
"North Carolina","56.0","32.0","24.0","-"
"Ohio","36.0","19.0","17.0","-"
"Pennsylvania","35.0","20.0","15.0","-"
"Texas","76.0","45.0","31.0","-"
"Virginia","52.0","29.0","23.0","-"
"Washington","27.0","14.0","13.0","-"
"Other","248.0","144.0","104.0","-"
"Unknown","8.0","4.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
