"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Rwanda","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","278.0","126.0","152.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","46.0","25.0","21.0","-"
"25-34 years","67.0","20.0","47.0","-"
"35-44 years","92.0","43.0","49.0","-"
"45-54 years","53.0","28.0","25.0","-"
"55-64 years","D","10.0","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","109.0","52.0","57.0","-"
"Married","146.0","67.0","79.0","-"
"Other","21.0","6.0","15.0","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","68.0","28.0","40.0","-"
"Service occupations","44.0","16.0","28.0","-"
"Sales and office occupations","19.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","44.0","29.0","15.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","80.0","34.0","46.0","-"
"Homemakers","5.0","-","5.0","-"
"Students or children","55.0","24.0","31.0","-"
"Retirees","-","-","-","-"
"Unemployed","20.0","10.0","10.0","-"
"Unknown","19.0","10.0","9.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","3.0","-","3.0","-"
"California","19.0","6.0","13.0","-"
"Colorado","D","-","D","-"
"Connecticut","3.0","D","D","-"
"Florida","10.0","6.0","4.0","-"
"Georgia","14.0","6.0","8.0","-"
"Illinois","9.0","D","D","-"
"Maryland","10.0","5.0","5.0","-"
"Massachusetts","12.0","5.0","7.0","-"
"Michigan","11.0","5.0","6.0","-"
"Minnesota","8.0","D","D","-"
"New Jersey","D","D","D","-"
"New York","21.0","11.0","10.0","-"
"North Carolina","10.0","6.0","4.0","-"
"Ohio","19.0","11.0","8.0","-"
"Pennsylvania","11.0","7.0","4.0","-"
"Texas","35.0","13.0","22.0","-"
"Virginia","8.0","3.0","5.0","-"
"Washington","D","D","D","-"
"Other","67.0","34.0","33.0","-"
"Unknown","2.0","1.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
