"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Guyana","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","4932.0","2181.0","2750.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","549.0","239.0","310.0","-"
"25-34 years","1008.0","432.0","576.0","-"
"35-44 years","1201.0","520.0","681.0","-"
"45-54 years","1159.0","528.0","630.0","1.0"
"55-64 years","711.0","321.0","390.0","-"
"65 years and over","304.0","141.0","163.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1231.0","538.0","693.0","-"
"Married","3066.0","1429.0","1637.0","-"
"Other","607.0","200.0","407.0","-"
"Unknown","28.0","14.0","13.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","909.0","398.0","511.0","-"
"Service occupations","917.0","277.0","640.0","-"
"Sales and office occupations","609.0","183.0","426.0","-"
"Farming, fishing, and forestry occupations","6.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","177.0","D","D","-"
"Production, transportation, and material moving occupations","707.0","482.0","225.0","-"
"Military","34.0","28.0","6.0","-"
"No occupation/not working outside home","984.0","325.0","659.0","-"
"Homemakers","162.0","5.0","157.0","-"
"Students or children","513.0","189.0","324.0","-"
"Retirees","50.0","21.0","29.0","-"
"Unemployed","259.0","110.0","149.0","-"
"Unknown","589.0","311.0","277.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","11.0","D","D","-"
"California","58.0","32.0","26.0","-"
"Colorado","3.0","3.0","-","-"
"Connecticut","77.0","32.0","45.0","-"
"Florida","532.0","243.0","289.0","-"
"Georgia","152.0","67.0","85.0","-"
"Illinois","24.0","13.0","11.0","-"
"Maryland","153.0","57.0","96.0","-"
"Massachusetts","37.0","19.0","18.0","-"
"Michigan","7.0","D","D","-"
"Minnesota","75.0","30.0","45.0","-"
"New Jersey","410.0","156.0","254.0","-"
"New York","3001.0","1339.0","1662.0","-"
"North Carolina","38.0","18.0","20.0","-"
"Ohio","16.0","10.0","6.0","-"
"Pennsylvania","57.0","27.0","30.0","-"
"Texas","62.0","26.0","36.0","-"
"Virginia","47.0","28.0","19.0","-"
"Washington","9.0","5.0","4.0","-"
"Other","135.0","58.0","77.0","-"
"Unknown","28.0","13.0","14.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
