"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Senegal","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","633.0","392.0","241.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","27.0","11.0","16.0","-"
"25-34 years","173.0","98.0","75.0","-"
"35-44 years","268.0","161.0","107.0","-"
"45-54 years","126.0","96.0","30.0","-"
"55-64 years","35.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","77.0","47.0","30.0","-"
"Married","463.0","285.0","178.0","-"
"Other","89.0","57.0","32.0","-"
"Unknown","4.0","3.0","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","142.0","100.0","42.0","-"
"Service occupations","95.0","48.0","47.0","-"
"Sales and office occupations","62.0","31.0","31.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","117.0","94.0","23.0","-"
"Military","9.0","9.0","-","-"
"No occupation/not working outside home","122.0","54.0","68.0","-"
"Homemakers","D","D","15.0","-"
"Students or children","79.0","39.0","40.0","-"
"Retirees","D","-","D","-"
"Unemployed","26.0","D","D","-"
"Unknown","80.0","50.0","30.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","5.0","D","D","-"
"California","31.0","17.0","14.0","-"
"Colorado","11.0","5.0","6.0","-"
"Connecticut","4.0","D","D","-"
"Florida","18.0","11.0","7.0","-"
"Georgia","58.0","42.0","16.0","-"
"Illinois","9.0","5.0","4.0","-"
"Maryland","57.0","36.0","21.0","-"
"Massachusetts","21.0","11.0","10.0","-"
"Michigan","16.0","8.0","8.0","-"
"Minnesota","12.0","8.0","4.0","-"
"New Jersey","17.0","9.0","8.0","-"
"New York","108.0","67.0","41.0","-"
"North Carolina","17.0","12.0","5.0","-"
"Ohio","57.0","41.0","16.0","-"
"Pennsylvania","14.0","11.0","3.0","-"
"Texas","28.0","11.0","17.0","-"
"Virginia","28.0","13.0","15.0","-"
"Washington","14.0","10.0","4.0","-"
"Other","104.0","67.0","37.0","-"
"Unknown","4.0","3.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
