"Persons Naturalized During Fiscal Year 2010","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Croatia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","589.0","264.0","325.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","74.0","35.0","39.0","-"
"25-34 years","155.0","76.0","79.0","-"
"35-44 years","153.0","67.0","86.0","-"
"45-54 years","106.0","53.0","53.0","-"
"55-64 years","68.0","29.0","39.0","-"
"65 years and over","33.0","4.0","29.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","144.0","84.0","60.0","-"
"Married","365.0","155.0","210.0","-"
"Other","71.0","23.0","48.0","-"
"Unknown","9.0","2.0","7.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","141.0","64.0","77.0","-"
"Service occupations","74.0","22.0","52.0","-"
"Sales and office occupations","48.0","21.0","27.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","90.0","55.0","35.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","152.0","52.0","100.0","-"
"Homemakers","26.0","-","26.0","-"
"Students or children","75.0","29.0","46.0","-"
"Retirees","10.0","D","D","-"
"Unemployed","41.0","D","D","-"
"Unknown","66.0","32.0","34.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","18.0","9.0","9.0","-"
"California","49.0","21.0","28.0","-"
"Colorado","8.0","5.0","3.0","-"
"Connecticut","11.0","6.0","5.0","-"
"Florida","51.0","26.0","25.0","-"
"Georgia","9.0","3.0","6.0","-"
"Illinois","49.0","25.0","24.0","-"
"Maryland","7.0","D","D","-"
"Massachusetts","13.0","D","D","-"
"Michigan","10.0","4.0","6.0","-"
"Nevada","11.0","5.0","6.0","-"
"New Jersey","23.0","9.0","14.0","-"
"New York","56.0","27.0","29.0","-"
"North Carolina","8.0","D","D","-"
"Ohio","53.0","28.0","25.0","-"
"Pennsylvania","18.0","9.0","9.0","-"
"Texas","33.0","15.0","18.0","-"
"Virginia","11.0","4.0","7.0","-"
"Washington","16.0","6.0","10.0","-"
"Other","126.0","55.0","71.0","-"
"Unknown","9.0","2.0","7.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
