"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Tyler, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","208.0","102.0","106.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","25.0","12.0","13.0","-"
"25 to 34 years","62.0","29.0","33.0","-"
"35 to 44 years","49.0","20.0","29.0","-"
"45 to 54 years","44.0","22.0","22.0","-"
"55 to 64 years","18.0","13.0","5.0","-"
"65 years and over","10.0","6.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","34.0","15.0","19.0","-"
"Married","157.0","81.0","76.0","-"
"Other","17.0","6.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","46.0","21.0","25.0","-"
"Service occupations","22.0","9.0","13.0","-"
"Sales and office occupations","19.0","7.0","12.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","36.0","27.0","9.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","39.0","8.0","31.0","-"
"Homemakers","15.0","-","15.0","-"
"Students or children","D","D","9.0","-"
"Retirees","D","D","-","-"
"Unemployed","11.0","4.0","7.0","-"
"Unknown","42.0","26.0","16.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","D","D","-"
"Bangladesh","D","D","D","-"
"Brazil","D","D","D","-"
"Cambodia","6.0","D","D","-"
"Cameroon","D","D","D","-"
"Canada","8.0","D","D","-"
"China","4.0","D","D","-"
"Dominican Republic","3.0","D","D","-"
"El Salvador","D","D","D","-"
"Gambia, The","D","D","-","-"
"Ghana","D","D","D","-"
"India","4.0","D","D","-"
"Iran","3.0","D","D","-"
"Korea, South","D","D","D","-"
"Mexico","102.0","54.0","48.0","-"
"Nigeria","D","-","D","-"
"Pakistan","11.0","6.0","5.0","-"
"Philippines","17.0","5.0","12.0","-"
"United Kingdom","4.0","D","D","-"
"Venezuela","4.0","D","D","-"
"Other","24.0","9.0","15.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
