"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Trenton-Ewing, NJ","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1563.0","706.0","857.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","168.0","73.0","95.0","-"
"25 to 34 years","309.0","116.0","193.0","-"
"35 to 44 years","530.0","262.0","268.0","-"
"45 to 54 years","332.0","157.0","175.0","-"
"55 to 64 years","138.0","61.0","77.0","-"
"65 years and over","86.0","37.0","49.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","320.0","143.0","177.0","-"
"Married","1103.0","511.0","592.0","-"
"Other","140.0","52.0","88.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","464.0","259.0","205.0","-"
"Service occupations","200.0","65.0","135.0","-"
"Sales and office occupations","114.0","43.0","71.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","17.0","D","D","-"
"Production, transportation, and material moving occupations","124.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","373.0","107.0","266.0","-"
"Homemakers","107.0","D","D","-"
"Students or children","121.0","46.0","75.0","-"
"Retirees","53.0","D","D","-"
"Unemployed","92.0","35.0","57.0","-"
"Unknown","268.0","133.0","135.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","30.0","18.0","12.0","-"
"China","80.0","33.0","47.0","-"
"Colombia","38.0","19.0","19.0","-"
"Costa Rica","19.0","6.0","13.0","-"
"Dominican Republic","41.0","17.0","24.0","-"
"Ecuador","37.0","18.0","19.0","-"
"Egypt","21.0","12.0","9.0","-"
"Guatemala","90.0","54.0","36.0","-"
"Haiti","66.0","33.0","33.0","-"
"India","335.0","153.0","182.0","-"
"Jamaica","42.0","9.0","33.0","-"
"Korea, South","33.0","14.0","19.0","-"
"Liberia","84.0","36.0","48.0","-"
"Mexico","17.0","10.0","7.0","-"
"Nigeria","31.0","14.0","17.0","-"
"Pakistan","33.0","17.0","16.0","-"
"Philippines","59.0","23.0","36.0","-"
"Poland","74.0","34.0","40.0","-"
"Russia","31.0","13.0","18.0","-"
"United Kingdom","31.0","19.0","12.0","-"
"Other","371.0","154.0","217.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
