"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Madison, WI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","737.0","342.0","395.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","84.0","37.0","47.0","-"
"25 to 34 years","226.0","105.0","121.0","-"
"35 to 44 years","221.0","113.0","108.0","-"
"45 to 54 years","119.0","56.0","63.0","-"
"55 to 64 years","56.0","22.0","34.0","-"
"65 years and over","31.0","9.0","22.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","148.0","76.0","72.0","-"
"Married","505.0","231.0","274.0","-"
"Other","84.0","35.0","49.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","229.0","127.0","102.0","-"
"Service occupations","115.0","43.0","72.0","-"
"Sales and office occupations","66.0","28.0","38.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","77.0","50.0","27.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","207.0","71.0","136.0","-"
"Homemakers","37.0","4.0","33.0","-"
"Students or children","97.0","42.0","55.0","-"
"Retirees","21.0","8.0","13.0","-"
"Unemployed","52.0","17.0","35.0","-"
"Unknown","36.0","16.0","20.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","10.0","D","D","-"
"Brazil","8.0","D","D","-"
"Cambodia","15.0","3.0","12.0","-"
"Canada","21.0","12.0","9.0","-"
"China","63.0","29.0","34.0","-"
"Colombia","18.0","9.0","9.0","-"
"Gambia, The","19.0","13.0","6.0","-"
"India","82.0","40.0","42.0","-"
"Iran","11.0","7.0","4.0","-"
"Korea, South","14.0","7.0","7.0","-"
"Laos","48.0","21.0","27.0","-"
"Mexico","47.0","19.0","28.0","-"
"Morocco","10.0","7.0","3.0","-"
"Nepal","12.0","8.0","4.0","-"
"Philippines","23.0","9.0","14.0","-"
"Russia","16.0","3.0","13.0","-"
"Somalia","13.0","7.0","6.0","-"
"Thailand","34.0","14.0","20.0","-"
"Togo","15.0","9.0","6.0","-"
"United Kingdom","11.0","4.0","7.0","-"
"Other","247.0","118.0","129.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
