"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Fort Wayne, IN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","373.0","172.0","201.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","40.0","16.0","24.0","-"
"25 to 34 years","117.0","47.0","70.0","-"
"35 to 44 years","115.0","55.0","60.0","-"
"45 to 54 years","63.0","35.0","28.0","-"
"55 to 64 years","24.0","11.0","13.0","-"
"65 years and over","14.0","8.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","75.0","46.0","29.0","-"
"Married","271.0","122.0","149.0","-"
"Other","27.0","4.0","23.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","71.0","44.0","27.0","-"
"Service occupations","31.0","10.0","21.0","-"
"Sales and office occupations","D","D","14.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","86.0","53.0","33.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","117.0","37.0","80.0","-"
"Homemakers","24.0","-","24.0","-"
"Students or children","40.0","12.0","28.0","-"
"Retirees","8.0","4.0","4.0","-"
"Unemployed","45.0","21.0","24.0","-"
"Unknown","45.0","19.0","26.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","5.0","D","D","-"
"Bosnia and Herzegovina","16.0","7.0","9.0","-"
"Burma","89.0","48.0","41.0","-"
"Canada","9.0","6.0","3.0","-"
"Chad","6.0","6.0","-","-"
"China","5.0","D","D","-"
"El Salvador","4.0","D","D","-"
"Guatemala","8.0","3.0","5.0","-"
"Haiti","3.0","D","D","-"
"India","21.0","10.0","11.0","-"
"Mexico","68.0","30.0","38.0","-"
"Nigeria","4.0","D","D","-"
"Pakistan","9.0","5.0","4.0","-"
"Peru","4.0","D","D","-"
"Philippines","16.0","4.0","12.0","-"
"Russia","4.0","D","D","-"
"Sri Lanka","5.0","D","D","-"
"Sudan","5.0","D","D","-"
"Thailand","9.0","-","9.0","-"
"Vietnam","15.0","7.0","8.0","-"
"Other","68.0","29.0","39.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
