"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Jefferson City, MO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","63.0","29.0","34.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","D","D","5.0","-"
"25 to 34 years","22.0","10.0","12.0","-"
"35 to 44 years","16.0","9.0","7.0","-"
"45 to 54 years","9.0","D","D","-"
"55 to 64 years","9.0","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","14.0","D","D","-"
"Married","42.0","21.0","21.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","14.0","D","D","-"
"Service occupations","11.0","5.0","6.0","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","11.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","D","-","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","-","D","-"
"Retirees","D","-","D","-"
"Unemployed","3.0","-","3.0","-"
"Unknown","18.0","10.0","8.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Cameroon","D","-","D","-"
"Canada","D","D","D","-"
"Chile","D","D","D","-"
"China","D","-","D","-"
"Cuba","D","-","D","-"
"Egypt","D","-","D","-"
"Germany","D","-","D","-"
"Ghana","D","D","-","-"
"India","14.0","5.0","9.0","-"
"Jamaica","D","-","D","-"
"Kazakhstan","D","D","-","-"
"Kenya","D","D","-","-"
"Mexico","8.0","D","D","-"
"Nicaragua","3.0","D","D","-"
"Nigeria","D","D","D","-"
"Pakistan","D","D","-","-"
"Peru","D","-","D","-"
"Philippines","6.0","D","D","-"
"Sierra Leone","D","D","D","-"
"United Kingdom","D","D","D","-"
"Other","7.0","4.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
