"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Palm Coast, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","217.0","88.0","129.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","14.0","7.0","7.0","-"
"25 to 34 years","43.0","17.0","26.0","-"
"35 to 44 years","57.0","21.0","36.0","-"
"45 to 54 years","50.0","16.0","34.0","-"
"55 to 64 years","32.0","13.0","19.0","-"
"65 years and over","21.0","14.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","20.0","10.0","10.0","-"
"Married","162.0","71.0","91.0","-"
"Other","35.0","7.0","28.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","36.0","14.0","22.0","-"
"Service occupations","23.0","10.0","13.0","-"
"Sales and office occupations","18.0","4.0","14.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","20.0","11.0","9.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","56.0","20.0","36.0","-"
"Homemakers","8.0","-","8.0","-"
"Students or children","19.0","11.0","8.0","-"
"Retirees","7.0","4.0","3.0","-"
"Unemployed","22.0","5.0","17.0","-"
"Unknown","60.0","25.0","35.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","8.0","D","D","-"
"Burma","4.0","D","D","-"
"Cambodia","4.0","D","D","-"
"Canada","4.0","D","D","-"
"China","4.0","D","D","-"
"Cuba","7.0","3.0","4.0","-"
"Germany","4.0","D","D","-"
"Haiti","9.0","3.0","6.0","-"
"Jamaica","6.0","D","D","-"
"Kazakhstan","7.0","3.0","4.0","-"
"Latvia","4.0","D","D","-"
"Pakistan","4.0","D","D","-"
"Philippines","6.0","-","6.0","-"
"Poland","9.0","3.0","6.0","-"
"Russia","22.0","9.0","13.0","-"
"Soviet Union (former)","9.0","5.0","4.0","-"
"Trinidad and Tobago","4.0","D","D","-"
"Ukraine","19.0","6.0","13.0","-"
"United Kingdom","5.0","D","D","-"
"Uruguay","4.0","D","D","-"
"Other","74.0","29.0","45.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
