"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Auburn-Opelika, AL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","105.0","51.0","54.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","14.0","6.0","8.0","-"
"25 to 34 years","29.0","12.0","17.0","-"
"35 to 44 years","25.0","11.0","14.0","-"
"45 to 54 years","25.0","14.0","11.0","-"
"55 to 64 years","9.0","5.0","4.0","-"
"65 years and over","3.0","3.0","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","27.0","16.0","11.0","-"
"Married","70.0","32.0","38.0","-"
"Other","8.0","3.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","31.0","17.0","14.0","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","5.0","5.0","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","28.0","14.0","14.0","-"
"Homemakers","7.0","D","D","-"
"Students or children","16.0","8.0","8.0","-"
"Retirees","-","-","-","-"
"Unemployed","5.0","D","D","-"
"Unknown","28.0","11.0","17.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","5.0","D","D","-"
"Chile","8.0","5.0","3.0","-"
"China","7.0","4.0","3.0","-"
"Congo, Democratic Republic of the","3.0","D","D","-"
"Cote d'Ivoire","3.0","D","D","-"
"Ethiopia","D","D","-","-"
"Germany","D","-","D","-"
"Guatemala","6.0","D","D","-"
"India","7.0","4.0","3.0","-"
"Korea, South","11.0","6.0","5.0","-"
"Laos","D","D","D","-"
"Mexico","4.0","D","D","-"
"Nigeria","6.0","3.0","3.0","-"
"Pakistan","D","D","D","-"
"Peru","D","D","D","-"
"Philippines","D","-","D","-"
"Sudan","3.0","D","D","-"
"Thailand","3.0","D","D","-"
"Ukraine","4.0","-","4.0","-"
"Vietnam","5.0","D","D","-"
"Other","18.0","8.0","10.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
