"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: La Crosse, WI-MN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","102.0","45.0","57.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","15.0","5.0","10.0","-"
"25 to 34 years","42.0","19.0","23.0","-"
"35 to 44 years","22.0","13.0","9.0","-"
"45 to 54 years","10.0","D","D","-"
"55 to 64 years","6.0","D","D","-"
"65 years and over","7.0","3.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","22.0","13.0","9.0","-"
"Married","70.0","28.0","42.0","-"
"Other","10.0","4.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","17.0","D","D","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","16.0","12.0","4.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","54.0","18.0","36.0","-"
"Homemakers","D","-","D","-"
"Students or children","13.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","36.0","12.0","24.0","-"
"Unknown","5.0","4.0","1.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bulgaria","D","D","D","-"
"Canada","D","-","D","-"
"China","3.0","-","3.0","-"
"Congo, Democratic Republic of the","D","D","-","-"
"Cuba","D","D","-","-"
"Egypt","D","D","-","-"
"Ghana","D","D","-","-"
"Hong Kong","D","-","D","-"
"India","7.0","3.0","4.0","-"
"Indonesia","D","D","D","-"
"Jamaica","D","-","D","-"
"Korea, South","D","D","-","-"
"Laos","35.0","16.0","19.0","-"
"Morocco","D","D","-","-"
"Pakistan","D","D","-","-"
"Papua New Guinea","D","-","D","-"
"Peru","D","-","D","-"
"Philippines","3.0","D","D","-"
"Taiwan","4.0","D","D","-"
"Thailand","28.0","13.0","15.0","-"
"Other","4.0","1.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
