"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Ann Arbor, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","671.0","325.0","346.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","86.0","44.0","42.0","-"
"25 to 34 years","136.0","56.0","80.0","-"
"35 to 44 years","223.0","108.0","115.0","-"
"45 to 54 years","145.0","77.0","68.0","-"
"55 to 64 years","38.0","21.0","17.0","-"
"65 years and over","43.0","19.0","24.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","143.0","85.0","58.0","-"
"Married","468.0","221.0","247.0","-"
"Other","60.0","19.0","41.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","287.0","167.0","120.0","-"
"Service occupations","56.0","20.0","36.0","-"
"Sales and office occupations","37.0","13.0","24.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","5.0","D","D","-"
"Production, transportation, and material moving occupations","25.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","231.0","84.0","147.0","-"
"Homemakers","59.0","D","D","-"
"Students or children","110.0","59.0","51.0","-"
"Retirees","18.0","D","D","-"
"Unemployed","44.0","16.0","28.0","-"
"Unknown","30.0","16.0","14.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","14.0","5.0","9.0","-"
"Canada","22.0","11.0","11.0","-"
"China","70.0","34.0","36.0","-"
"Colombia","11.0","5.0","6.0","-"
"Egypt","8.0","D","D","-"
"India","97.0","50.0","47.0","-"
"Iran","14.0","8.0","6.0","-"
"Iraq","12.0","5.0","7.0","-"
"Jordan","9.0","5.0","4.0","-"
"Korea, South","50.0","25.0","25.0","-"
"Lebanon","10.0","6.0","4.0","-"
"Mexico","19.0","8.0","11.0","-"
"Nigeria","15.0","7.0","8.0","-"
"Pakistan","23.0","10.0","13.0","-"
"Romania","10.0","3.0","7.0","-"
"Somalia","13.0","5.0","8.0","-"
"Syria","9.0","D","D","-"
"Taiwan","17.0","8.0","9.0","-"
"United Kingdom","14.0","6.0","8.0","-"
"Venezuela","10.0","6.0","4.0","-"
"Other","219.0","102.0","117.0","-"
"Unknown","5.0","4.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
