"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Rochester, NY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","982.0","461.0","521.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","88.0","40.0","48.0","-"
"25 to 34 years","250.0","107.0","143.0","-"
"35 to 44 years","273.0","146.0","127.0","-"
"45 to 54 years","188.0","89.0","99.0","-"
"55 to 64 years","107.0","48.0","59.0","-"
"65 years and over","76.0","31.0","45.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","221.0","115.0","106.0","-"
"Married","653.0","311.0","342.0","-"
"Other","108.0","35.0","73.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","192.0","92.0","100.0","-"
"Service occupations","107.0","43.0","64.0","-"
"Sales and office occupations","64.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","20.0","D","D","-"
"Production, transportation, and material moving occupations","110.0","74.0","36.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","256.0","88.0","168.0","-"
"Homemakers","26.0","D","D","-"
"Students or children","70.0","30.0","40.0","-"
"Retirees","21.0","D","D","-"
"Unemployed","139.0","45.0","94.0","-"
"Unknown","229.0","113.0","116.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","18.0","7.0","11.0","-"
"Canada","34.0","16.0","18.0","-"
"China","63.0","29.0","34.0","-"
"Cuba","38.0","22.0","16.0","-"
"Dominican Republic","31.0","15.0","16.0","-"
"Ethiopia","30.0","14.0","16.0","-"
"India","73.0","33.0","40.0","-"
"Jamaica","46.0","24.0","22.0","-"
"Laos","24.0","6.0","18.0","-"
"Mexico","26.0","14.0","12.0","-"
"Nigeria","21.0","D","D","-"
"Pakistan","15.0","6.0","9.0","-"
"Philippines","32.0","7.0","25.0","-"
"Poland","16.0","6.0","10.0","-"
"Russia","23.0","4.0","19.0","-"
"Somalia","23.0","14.0","9.0","-"
"Ukraine","66.0","29.0","37.0","-"
"United Kingdom","17.0","9.0","8.0","-"
"Vietnam","28.0","12.0","16.0","-"
"Yemen","19.0","D","D","-"
"Other","339.0","162.0","177.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
