"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Boulder, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","594.0","290.0","304.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","65.0","36.0","29.0","-"
"25 to 34 years","121.0","48.0","73.0","-"
"35 to 44 years","203.0","100.0","103.0","-"
"45 to 54 years","125.0","68.0","57.0","-"
"55 to 64 years","49.0","26.0","23.0","-"
"65 years and over","31.0","12.0","19.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","124.0","73.0","51.0","-"
"Married","400.0","188.0","212.0","-"
"Other","70.0","29.0","41.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","184.0","111.0","73.0","-"
"Service occupations","57.0","22.0","35.0","-"
"Sales and office occupations","42.0","16.0","26.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","40.0","27.0","13.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","177.0","65.0","112.0","-"
"Homemakers","32.0","-","32.0","-"
"Students or children","50.0","23.0","27.0","-"
"Retirees","17.0","8.0","9.0","-"
"Unemployed","78.0","34.0","44.0","-"
"Unknown","85.0","40.0","45.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","10.0","5.0","5.0","-"
"Brazil","7.0","D","D","-"
"Canada","37.0","21.0","16.0","-"
"China","43.0","23.0","20.0","-"
"Colombia","13.0","4.0","9.0","-"
"Germany","23.0","9.0","14.0","-"
"India","23.0","11.0","12.0","-"
"Iran","7.0","3.0","4.0","-"
"Israel","8.0","5.0","3.0","-"
"Korea, South","7.0","4.0","3.0","-"
"Mexico","104.0","52.0","52.0","-"
"Nepal","58.0","39.0","19.0","-"
"Peru","11.0","4.0","7.0","-"
"Philippines","8.0","-","8.0","-"
"Russia","10.0","5.0","5.0","-"
"South Africa","10.0","6.0","4.0","-"
"Spain","8.0","3.0","5.0","-"
"Thailand","10.0","D","D","-"
"United Kingdom","38.0","21.0","17.0","-"
"Vietnam","13.0","8.0","5.0","-"
"Other","146.0","63.0","83.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
