"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Bowling Green, KY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","210.0","96.0","114.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","36.0","14.0","22.0","-"
"25 to 34 years","48.0","22.0","26.0","-"
"35 to 44 years","59.0","28.0","31.0","-"
"45 to 54 years","39.0","20.0","19.0","-"
"55 to 64 years","15.0","6.0","9.0","-"
"65 years and over","13.0","6.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","63.0","31.0","32.0","-"
"Married","134.0","62.0","72.0","-"
"Other","13.0","3.0","10.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","29.0","15.0","14.0","-"
"Service occupations","10.0","4.0","6.0","-"
"Sales and office occupations","19.0","4.0","15.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","6.0","6.0","-","-"
"Production, transportation, and material moving occupations","52.0","34.0","18.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","80.0","29.0","51.0","-"
"Homemakers","28.0","D","D","-"
"Students or children","26.0","14.0","12.0","-"
"Retirees","5.0","D","D","-"
"Unemployed","21.0","7.0","14.0","-"
"Unknown","14.0","4.0","10.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Azerbaijan","6.0","D","D","-"
"Bangladesh","D","D","D","-"
"Bosnia and Herzegovina","76.0","37.0","39.0","-"
"Burma","D","D","D","-"
"Canada","3.0","D","D","-"
"El Salvador","4.0","D","D","-"
"Georgia","D","D","-","-"
"Guatemala","D","D","-","-"
"India","14.0","6.0","8.0","-"
"Liberia","4.0","D","D","-"
"Mexico","12.0","4.0","8.0","-"
"Nigeria","3.0","D","D","-"
"Russia","8.0","3.0","5.0","-"
"Serbia and Montenegro","4.0","D","D","-"
"Taiwan","3.0","D","D","-"
"Turkey","3.0","D","D","-"
"Ukraine","3.0","D","D","-"
"United Kingdom","3.0","D","D","-"
"Uzbekistan","24.0","10.0","14.0","-"
"Vietnam","5.0","D","D","-"
"Other","27.0","11.0","16.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
