"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Winston-Salem, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","470.0","217.0","253.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","49.0","21.0","28.0","-"
"25 to 34 years","88.0","35.0","53.0","-"
"35 to 44 years","162.0","73.0","89.0","-"
"45 to 54 years","107.0","54.0","53.0","-"
"55 to 64 years","38.0","22.0","16.0","-"
"65 years and over","26.0","12.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","77.0","37.0","40.0","-"
"Married","349.0","156.0","193.0","-"
"Other","44.0","24.0","20.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","156.0","81.0","75.0","-"
"Service occupations","46.0","15.0","31.0","-"
"Sales and office occupations","39.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","11.0","D","D","-"
"Production, transportation, and material moving occupations","78.0","45.0","33.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","94.0","28.0","66.0","-"
"Homemakers","31.0","D","D","-"
"Students or children","30.0","14.0","16.0","-"
"Retirees","10.0","D","D","-"
"Unemployed","23.0","9.0","14.0","-"
"Unknown","46.0","22.0","24.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","15.0","9.0","6.0","-"
"China","18.0","6.0","12.0","-"
"Colombia","26.0","12.0","14.0","-"
"Costa Rica","7.0","D","D","-"
"Dominican Republic","15.0","4.0","11.0","-"
"Egypt","10.0","7.0","3.0","-"
"El Salvador","23.0","10.0","13.0","-"
"Germany","7.0","D","D","-"
"Guatemala","7.0","D","D","-"
"Honduras","11.0","5.0","6.0","-"
"India","25.0","14.0","11.0","-"
"Jamaica","14.0","6.0","8.0","-"
"Mexico","66.0","34.0","32.0","-"
"Nigeria","11.0","4.0","7.0","-"
"Panama","7.0","3.0","4.0","-"
"Peru","8.0","5.0","3.0","-"
"Philippines","30.0","14.0","16.0","-"
"Taiwan","8.0","4.0","4.0","-"
"United Kingdom","14.0","6.0","8.0","-"
"Vietnam","16.0","4.0","12.0","-"
"Other","132.0","65.0","67.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
