"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Evansville, IN-KY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","118.0","50.0","68.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","7.0","3.0","4.0","-"
"25 to 34 years","33.0","15.0","18.0","-"
"35 to 44 years","35.0","13.0","22.0","-"
"45 to 54 years","26.0","11.0","15.0","-"
"55 to 64 years","10.0","4.0","6.0","-"
"65 years and over","7.0","4.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","15.0","9.0","6.0","-"
"Married","92.0","38.0","54.0","-"
"Other","11.0","3.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","37.0","24.0","13.0","-"
"Service occupations","14.0","D","D","-"
"Sales and office occupations","12.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","15.0","6.0","9.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","31.0","10.0","21.0","-"
"Homemakers","9.0","D","D","-"
"Students or children","8.0","D","D","-"
"Retirees","3.0","D","D","-"
"Unemployed","11.0","5.0","6.0","-"
"Unknown","9.0","3.0","6.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Belarus","D","-","D","-"
"Brazil","D","-","D","-"
"Canada","D","-","D","-"
"China","D","-","D","-"
"Egypt","D","D","-","-"
"El Salvador","D","D","D","-"
"Germany","4.0","D","D","-"
"India","26.0","15.0","11.0","-"
"Mexico","9.0","3.0","6.0","-"
"Nepal","3.0","3.0","-","-"
"Nicaragua","D","-","D","-"
"Pakistan","5.0","D","D","-"
"Philippines","8.0","D","D","-"
"Romania","D","D","D","-"
"Russia","10.0","4.0","6.0","-"
"Somalia","3.0","D","D","-"
"Turkey","D","D","-","-"
"Ukraine","7.0","D","D","-"
"United Kingdom","D","-","D","-"
"Vietnam","6.0","-","6.0","-"
"Other","19.0","10.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
