"Persons Naturalized During Fiscal Year 2011","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Gainesville, GA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","302.0","134.0","168.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","38.0","12.0","26.0","-"
"25 to 34 years","90.0","30.0","60.0","-"
"35 to 44 years","83.0","42.0","41.0","-"
"45 to 54 years","47.0","23.0","24.0","-"
"55 to 64 years","30.0","17.0","13.0","-"
"65 years and over","14.0","10.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","61.0","26.0","35.0","-"
"Married","216.0","95.0","121.0","-"
"Other","25.0","13.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","38.0","16.0","22.0","-"
"Service occupations","28.0","D","D","-"
"Sales and office occupations","20.0","4.0","16.0","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","8.0","D","-"
"Production, transportation, and material moving occupations","42.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","58.0","19.0","39.0","-"
"Homemakers","12.0","D","D","-"
"Students or children","18.0","5.0","13.0","-"
"Retirees","5.0","D","D","-"
"Unemployed","23.0","8.0","15.0","-"
"Unknown","105.0","54.0","51.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","D","-","D","-"
"Canada","6.0","D","D","-"
"China","4.0","D","D","-"
"Colombia","23.0","11.0","12.0","-"
"Cuba","D","D","-","-"
"Dominican Republic","4.0","D","D","-"
"El Salvador","24.0","18.0","6.0","-"
"Guatemala","5.0","D","D","-"
"India","12.0","6.0","6.0","-"
"Jamaica","3.0","D","D","-"
"Mexico","136.0","56.0","80.0","-"
"Pakistan","4.0","D","D","-"
"Peru","5.0","D","D","-"
"Poland","5.0","D","D","-"
"Romania","4.0","D","D","-"
"Russia","3.0","-","3.0","-"
"Taiwan","3.0","-","3.0","-"
"United Kingdom","4.0","D","D","-"
"Venezuela","3.0","D","D","-"
"Vietnam","20.0","9.0","11.0","-"
"Other","29.0","11.0","18.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
