"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Knoxville, TN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","466.0","214.0","252.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","43.0","17.0","26.0","-"
"25 to 34 years","137.0","66.0","71.0","-"
"35 to 44 years","135.0","63.0","72.0","-"
"45 to 54 years","87.0","35.0","52.0","-"
"55 to 64 years","38.0","22.0","16.0","-"
"65 years and over","26.0","11.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","89.0","49.0","40.0","-"
"Married","332.0","143.0","189.0","-"
"Other","45.0","22.0","23.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","48.0","25.0","23.0","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","9.0","5.0","4.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","11.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","40.0","12.0","28.0","-"
"Homemakers","6.0","D","D","-"
"Students or children","31.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","D","-"
"Unknown","354.0","161.0","193.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","11.0","5.0","6.0","-"
"Brazil","6.0","D","D","-"
"Canada","22.0","9.0","13.0","-"
"China","14.0","4.0","10.0","-"
"Colombia","11.0","D","D","-"
"Egypt","8.0","4.0","4.0","-"
"Germany","7.0","4.0","3.0","-"
"Honduras","7.0","D","D","-"
"India","48.0","21.0","27.0","-"
"Iraq","13.0","9.0","4.0","-"
"Lebanon","7.0","D","D","-"
"Mexico","51.0","27.0","24.0","-"
"Pakistan","8.0","4.0","4.0","-"
"Philippines","17.0","6.0","11.0","-"
"Poland","8.0","3.0","5.0","-"
"Romania","11.0","4.0","7.0","-"
"Russia","12.0","8.0","4.0","-"
"Soviet Union (former)","7.0","3.0","4.0","-"
"United Kingdom","15.0","8.0","7.0","-"
"Vietnam","17.0","6.0","11.0","-"
"Other","164.0","81.0","83.0","-"
"Unknown","2.0","1.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
