"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Longview, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","197.0","92.0","105.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","D","D","12.0","-"
"25 to 34 years","57.0","30.0","27.0","-"
"35 to 44 years","64.0","27.0","37.0","-"
"45 to 54 years","37.0","15.0","22.0","-"
"55 to 64 years","19.0","12.0","7.0","-"
"65 years and over","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","32.0","15.0","17.0","-"
"Married","154.0","71.0","83.0","-"
"Other","11.0","6.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","9.0","4.0","5.0","-"
"Service occupations","3.0","D","D","-"
"Sales and office occupations","3.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","11.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","9.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","5.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","D","-","D","-"
"Unknown","159.0","72.0","87.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","D","D","-"
"Cambodia","3.0","D","D","-"
"Canada","4.0","D","D","-"
"China","D","D","D","-"
"Colombia","3.0","-","3.0","-"
"Costa Rica","D","-","D","-"
"El Salvador","13.0","4.0","9.0","-"
"Germany","D","D","-","-"
"Ghana","D","D","-","-"
"Guatemala","D","D","D","-"
"Honduras","D","-","D","-"
"India","4.0","D","D","-"
"Israel","D","D","-","-"
"Korea","D","D","D","-"
"Mexico","137.0","68.0","69.0","-"
"Nigeria","D","D","D","-"
"Pakistan","D","D","D","-"
"Serbia and Montenegro","D","D","D","-"
"Vietnam","D","-","D","-"
"Zimbabwe","D","-","D","-"
"Other","8.0","4.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
