"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Manhattan, KS","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","170.0","82.0","88.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","31.0","21.0","10.0","-"
"25 to 34 years","68.0","40.0","28.0","-"
"35 to 44 years","42.0","13.0","29.0","-"
"45 to 54 years","21.0","D","D","-"
"55 to 64 years","5.0","D","D","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","46.0","34.0","12.0","-"
"Married","116.0","48.0","68.0","-"
"Other","8.0","-","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","10.0","3.0","7.0","-"
"Service occupations","6.0","-","6.0","-"
"Sales and office occupations","5.0","-","5.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","5.0","5.0","-","-"
"Production, transportation, and material moving occupations","8.0","5.0","3.0","-"
"Military","49.0","37.0","12.0","-"
"No occupation/not working outside home","16.0","6.0","10.0","-"
"Homemakers","D","-","D","-"
"Students or children","D","6.0","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","71.0","26.0","45.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","-","D","-"
"Brazil","3.0","D","D","-"
"Bulgaria","D","D","D","-"
"China","5.0","D","D","-"
"Colombia","5.0","5.0","-","-"
"Dominican Republic","5.0","D","D","-"
"El Salvador","4.0","D","D","-"
"Germany","9.0","D","D","-"
"India","3.0","D","D","-"
"Jamaica","5.0","D","D","-"
"Korea","13.0","D","D","-"
"Mexico","22.0","13.0","9.0","-"
"Nigeria","4.0","D","D","-"
"Peru","3.0","D","D","-"
"Philippines","17.0","6.0","11.0","-"
"Sri Lanka","3.0","D","D","-"
"Thailand","4.0","D","D","-"
"Trinidad and Tobago","3.0","D","D","-"
"Ukraine","3.0","-","3.0","-"
"Vietnam","4.0","D","D","-"
"Other","51.0","28.0","23.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
